document_id,category_id,confidence_level
217170,1807,0.656859392
217170,1707,0.049978432
217165,1306,0.92
217165,2003,0.07
217151,1608,0.92
217151,1807,0.07
217150,1807,0.92
217150,1608,0.07
217146,1807,0.92
217146,1603,0.07
217145,1807,0.92
217145,1608,0.07
217143,1807,0.92
217143,1608,0.07
217138,1807,0.92
217138,1608,0.07
217133,1805,0.92
217133,1807,0.07
217122,1807,0.92
217122,1608,0.07
217117,1807,0.92
217117,1100,0.07
217115,1807,0.92
217115,1305,0.07
217114,1608,0.92
217114,1807,0.07
217108,1515,0.750735364
217108,1609,0.057121169
217107,1807,0.92
217107,1608,0.07
217106,1608,0.589546396
217106,1807,0.044856791
217104,1602,0.92
217104,1403,0.07
217103,1608,0.92
217103,1807,0.07
217101,1807,0.92
217101,1608,0.07
217096,1807,0.92
217096,1608,0.07
217090,1100,0.631805676
217090,1605,0.048072171
217088,1608,0.92
217088,1807,0.07
217074,1807,0.92
217074,1608,0.07
217066,1303,0.92
217066,1608,0.07
217056,1807,0.92
217056,1608,0.07
217054,1703,0.59467788
217054,1408,0.04524723
217053,2003,0.92
217053,1205,0.07
217042,1608,0.92
217042,1807,0.07
217040,1807,0.92
217040,1608,0.07
217035,1807,0.92
217035,1608,0.07
217031,1305,0.780618712
217031,1505,0.059394902
217028,1100,0.78333538
217028,1608,0.059601605
217026,1608,0.92
217026,1503,0.07
217020,1608,0.874796536
217020,1408,0.066560606
217017,1100,0.726587204
217017,1408,0.055283809
217016,1807,0.92
217016,1608,0.07
217011,1606,0.62939086
217011,1808,0.047888435
217008,1608,0.92
217008,2100,0.07
217006,1602,0.876003944
217006,1205,0.066652474
216996,1807,0.92
216996,1608,0.07
216991,1807,0.92
216991,1608,0.07
216990,1807,0.427451872
216990,1608,0.032523512
216983,1807,0.92
216983,1608,0.07
216981,1807,0.92
216981,1608,0.07
216980,1513,0.92
216980,1808,0.07
216969,1603,0.732624244
216969,1807,0.055743149
216955,1807,0.92
216955,1608,0.07
216952,1608,0.92
216952,1807,0.07
216931,1807,0.92
216931,1608,0.07
216924,1408,0.513479692
216924,1505,0.039069107
216921,1807,0.59467788
216921,1608,0.04524723
216920,1807,0.92
216920,1608,0.07
216917,1807,0.667726064
216917,1602,0.050805244
216913,1807,0.92
216913,1608,0.07
216908,1807,0.92
216908,1608,0.07
216905,1807,0.92
216905,1608,0.07
216889,1608,0.92
216889,1807,0.07
216886,1608,0.92
216886,1807,0.07
216885,1807,0.92
216885,1608,0.07
216884,1807,0.92
216884,1608,0.07
216873,1403,0.642672348
216873,2006,0.048898983
216871,1807,0.92
216871,1608,0.07
216865,1609,0.900453956
216865,1602,0.068512801
216864,1807,0.461561148
216864,1603,0.035118783
216863,1807,0.92
216863,1606,0.07
216860,1805,0.92
216860,1513,0.07
216859,1608,0.92
216859,1807,0.07
216857,1807,0.92
216857,1608,0.07
216856,1100,0.803559464
216856,1609,0.061140394
216855,1807,0.92
216855,1608,0.07
216853,1807,0.92
216853,2003,0.07
216848,1807,0.92
216848,1608,0.07
216846,1807,0.92
216846,1608,0.07
216842,1608,0.92
216842,1807,0.07
216833,1602,0.92
216833,1904,0.07
216830,1807,0.92
216830,1608,0.07
216829,1406,0.92
216829,1408,0.07
216820,1807,0.92
216820,1608,0.07
216806,1807,0.92
216806,1608,0.07
216799,1807,0.92
216799,1608,0.07
216795,1807,0.92
216795,1608,0.07
216781,1808,0.92
216781,1513,0.07
216774,1807,0.92
216774,1608,0.07
216767,1205,0.566907496
216767,1608,0.043134266
216764,1608,0.92
216764,1807,0.07
216761,1608,0.92
216761,1603,0.07
216759,2100,0.726889056
216759,1608,0.055306776
216758,1807,0.92
216758,1608,0.07
216741,1807,0.92
216741,1608,0.07
293696,1608,0.92
293696,1602,0.07
216726,1608,0.734737208
216726,1408,0.055903918
216720,1807,0.92
216720,1608,0.07
216716,1608,0.92
216716,1807,0.07
216712,1807,0.92
216712,1608,0.07
216696,1807,0.92
216696,1608,0.07
216691,1808,0.566907496
216691,1608,0.043134266
216685,1807,0.92
216685,1608,0.07
216678,1210,0.743490916
216678,1608,0.056569961
216667,1608,0.92
216667,1807,0.07
216660,1807,0.92
216660,1608,0.07
216658,1608,0.92
216658,1807,0.07
216656,1608,0.92
216656,1603,0.07
216646,1807,0.92
216646,1608,0.07
216637,1807,0.92
216637,1608,0.07
216633,1100,0.799635388
216633,1608,0.060841823
216618,1807,0.92
216618,1608,0.07
216614,1608,0.620637152
216614,1408,0.047222392
216612,1608,0.92
216612,1602,0.07
216601,1603,0.504725984
216601,1807,0.038403064
216592,1608,0.92
216592,1807,0.07
216586,1100,0.92
216586,1608,0.07
216584,1807,0.92
216584,1608,0.07
216583,1608,0.92
216583,1603,0.07
216580,1807,0.92
216580,1608,0.07
216572,1807,0.92
216572,1608,0.07
216562,1603,0.693987188
216562,1515,0.052803373
216561,1305,0.42715002
216561,2003,0.032500545
216558,1807,0.92
216558,1608,0.07
216555,1807,0.92
216555,1606,0.07
216553,1608,0.92
216553,1603,0.07
216543,1807,0.92
216543,1608,0.07
216539,1608,0.92
216539,1807,0.07
216534,1608,0.92
216534,1602,0.07
216517,1807,0.92
216517,1608,0.07
216515,1608,0.92
216515,1603,0.07
216507,1807,0.92
216507,1608,0.07
216498,1603,0.92
216498,1807,0.07
216497,1807,0.92
216497,1608,0.07
216494,2006,0.67466866
216494,1211,0.051333485
216483,1608,0.92
216483,1603,0.07
216473,1408,0.85879838
216473,1608,0.065343355
216471,1505,0.869966904
216471,1405,0.066193134
216469,1407,0.71541868
216469,1403,0.05443403
216466,1807,0.92
216466,1608,0.07
216465,1703,0.92
216465,1605,0.07
216449,1608,0.92
216449,1603,0.07
216445,1807,0.92
216445,1608,0.07
216440,1807,0.92
216440,1608,0.07
216433,1807,0.92
216433,1608,0.07
216425,1306,0.92
216425,2002,0.07
216423,1608,0.92
216423,1807,0.07
216422,1305,0.592866768
216422,1408,0.045109428
216410,1606,0.944
216410,1608,0.054
216407,1608,0.75465944
216407,1408,0.05741974
216400,1307,0.92
216400,1302,0.07
216396,2003,0.92
216396,2005,0.07
216395,1807,0.92
216395,1608,0.07
216391,1807,0.92
216391,1608,0.07
216390,1807,0.92
216390,1608,0.07
216384,1608,0.92
216384,1807,0.07
216381,1807,0.92
216381,1608,0.07
216380,1807,0.92
216380,1608,0.07
216378,1807,0.92
216378,1608,0.07
216377,1608,0.92
216377,1602,0.07
216376,1603,0.92
216376,1613,0.07
216372,1608,0.92
216372,1807,0.07
216367,1606,0.91162248
216367,1608,0.06936258
216352,1609,0.92
216352,1610,0.07
216350,1303,0.616411224
216350,2003,0.046900854
216347,1807,0.92
216347,1608,0.07
216336,1807,0.558757492
216336,1402,0.042514157
216318,1807,0.92
216318,1608,0.07
216312,1613,0.6203353
216312,1100,0.047199425
216304,1608,0.92
216304,1807,0.07
216303,1807,0.92
216303,1608,0.07
216300,1807,0.92
216300,1608,0.07
361064,1807,0.92
361064,1608,0.07
216299,2003,0.7259835
216299,1408,0.055237875
216297,1807,0.92
216297,1608,0.07
216295,1305,0.891096544
216295,1100,0.067800824
216294,1807,0.92
216294,1608,0.07
216292,1807,0.92
216292,1608,0.07
216290,1807,0.92
216290,1608,0.07
216288,1608,0.92
216288,1807,0.07
216287,1608,0.92
216287,1610,0.07
216284,1603,0.524648216
216284,1608,0.039918886
216283,1205,0.92
216283,1609,0.07
216275,1807,0.92
216275,1608,0.07
216267,1807,0.92
216267,1608,0.07
216266,1608,0.510461172
216266,1408,0.038839437
216262,1608,0.92
216262,1408,0.07
216258,1608,0.92
216258,1609,0.07
216241,1807,0.92
216241,1608,0.07
216240,1807,0.92
216240,1608,0.07
216238,1807,0.92
216238,1608,0.07
216225,1807,0.92
216225,1608,0.07
216224,1807,0.92
216224,1608,0.07
216204,1807,0.92
216204,1608,0.07
216202,1603,0.645087164
216202,1609,0.049082719
216196,1209,0.546985264
216196,1807,0.041618444
216189,1807,0.92
216189,1606,0.07
216185,1100,0.575359352
216185,1608,0.043777342
216180,1807,0.92
216180,1608,0.07
216176,1603,0.512875988
216176,1608,0.039023173
376864,1807,0.92
376864,1608,0.07
216171,1306,0.92
216171,1302,0.07
216170,1807,0.92
216170,1608,0.07
216164,1608,0.92
216164,1807,0.07
216154,1807,0.92
216154,1808,0.07
216144,1807,0.92
216144,1608,0.07
216139,1612,0.467598188
216139,1408,0.035578123
216137,1807,0.92
216137,1608,0.07
216135,1608,0.693081632
216135,1408,0.052734472
216134,1807,0.92
216134,1608,0.07
216133,1603,0.606450108
216133,1807,0.046142943
216130,1807,0.92
216130,1608,0.07
216129,1807,0.92
216129,1608,0.07
216121,1807,0.564794532
216121,1608,0.042973497
216112,1807,0.92
216112,1608,0.07
216107,1807,0.92
216107,1608,0.07
216106,1807,0.622448264
216106,2100,0.047360194
216105,1807,0.92
216105,1608,0.07
216082,1807,0.92
216082,1608,0.07
216073,1807,0.92
216073,1608,0.07
324912,1608,0.92
324912,1807,0.07
216071,1608,0.536722296
216071,1408,0.040837566
216066,1807,0.92
216066,1608,0.07
216065,1807,0.92
216065,1608,0.07
216061,1608,0.582301948
216061,1408,0.044305583
216058,1608,0.92
216058,1408,0.07
216051,2004,0.891398396
216051,1305,0.067823791
216049,1807,0.92
216049,1608,0.07
216048,1807,0.92
216048,1608,0.07
216041,1807,0.92
216041,1608,0.07
216040,1608,0.92
216040,1807,0.07
216034,1305,0.92
216034,1807,0.07
216023,1608,0.944
216023,1208,0.054
216018,1807,0.92
216018,1608,0.07
216012,1608,0.729605724
216012,1515,0.055513479
216000,1608,0.92
216000,1408,0.07
215993,1608,0.92
215993,1610,0.07
215991,1603,0.92
215991,1613,0.07
215989,1608,0.92
215989,1807,0.07
215987,1606,0.92
215987,1807,0.07
215982,1807,0.92
215982,1608,0.07
215980,1608,0.92
215980,1603,0.07
215977,1807,0.92
215977,1608,0.07
215975,1606,0.568114904
215975,1603,0.043226134
215974,1305,0.43318706
215974,1807,0.032959885
215967,1807,0.92
215967,1510,0.07
215962,1807,0.786052048
215962,1608,0.059808308
215958,1608,0.92
215958,1807,0.07
215944,1807,0.92
215944,1608,0.07
215939,1608,0.536722296
215939,1807,0.040837566
215926,1608,0.562077864
215926,1408,0.042766794
215913,1608,0.92
215913,1807,0.07
215912,1807,0.589546396
215912,1608,0.044856791
215898,1609,0.627579748
215898,1608,0.047750633
215897,2003,0.92
215897,1807,0.07
215896,1807,0.92
215896,1608,0.07
215893,1306,0.805672428
215893,1207,0.061301163
215886,1807,0.92
215886,1608,0.07
215875,1100,0.833442812
215875,1608,0.063414127
215866,1608,0.591055656
215866,2002,0.044971626
215858,1807,0.92
215858,1608,0.07
215839,1807,0.92
215839,1608,0.07
215826,1608,0.92
215826,2100,0.07
215823,1807,0.92
215823,1608,0.07
215815,1807,0.92
215815,1608,0.07
215812,1307,0.92
215812,1302,0.07
215800,1807,0.92
215800,1608,0.07
215797,1807,0.92
215797,1608,0.07
215790,1807,0.92
215790,1608,0.07
215786,1807,0.92
215786,1608,0.07
215779,1807,0.92
215779,1608,0.07
215777,1608,0.92
215777,1100,0.07
215771,1608,0.503820428
215771,1408,0.038334163
324847,1807,0.92
324847,1608,0.07
215769,1807,0.92
215769,1609,0.07
215759,1608,0.92
215759,1807,0.07
215758,1807,0.5750575
215758,1608,0.043754375
215751,1807,0.92
215751,1608,0.07
215747,1608,0.92
215747,1807,0.07
215741,1807,0.721153868
215741,1100,0.054870403
215737,1807,0.644181608
215737,1608,0.049013818
215730,1609,0.678592736
215730,1515,0.051632056
215702,1807,0.92
215702,1608,0.07
215696,1608,0.92
215696,2100,0.07
215690,1807,0.92
215690,1608,0.07
215674,1608,0.92
215674,1807,0.07
215673,1807,0.92
215673,1608,0.07
215672,1807,0.92
215672,1608,0.07
215667,1807,0.92
215667,1608,0.07
215661,1608,0.92
215661,1603,0.07
215660,1807,0.92
215660,1608,0.07
215652,1509,0.92
215652,1503,0.07
215641,1402,0.83012244
215641,1608,0.06316149
215638,1703,0.8920021
215638,1608,0.067869725
215630,1806,0.610676036
215630,2004,0.046464481
215629,1807,0.92
215629,1608,0.07
215615,1608,0.603129736
215615,1408,0.045890306
215607,1608,0.92
215607,1807,0.07
215596,1306,0.92
215596,1100,0.07
215593,1608,0.7939002
215593,1408,0.06040545
215590,1807,0.92
215590,1608,0.07
215588,1603,0.92
215588,1608,0.07
215584,1608,0.92
215584,1807,0.07
215573,1807,0.92
215573,1603,0.07
215564,1807,0.92
215564,1608,0.07
215561,1608,0.59165936
215561,1408,0.04501756
215553,1807,0.92
215553,1608,0.07
215552,1100,0.610977888
215552,1706,0.046487448
215550,1608,0.92
215550,1807,0.07
215539,1809,0.447072252
215539,1408,0.034016367
215536,1807,0.92
215536,1608,0.07
215533,1807,0.92
215533,1608,0.07
215526,1807,0.92
215526,1608,0.07
215521,1807,0.92
215521,1608,0.07
215515,1608,0.92
215515,1513,0.07
215504,1807,0.92
215504,1608,0.07
215495,1505,0.681611256
215495,1809,0.051861726
215493,1606,0.618222336
215493,1408,0.047038656
215485,1505,0.532194516
215485,1513,0.040493061
215469,1807,0.92
215469,1608,0.07
215455,1100,0.871174312
215455,1408,0.066285002
215449,1304,0.92
215449,1610,0.07
215444,1608,0.92
215444,1403,0.07
215443,1608,0.570227868
215443,1613,0.043386903
215434,1608,0.629089008
215434,1100,0.047865468
215433,1807,0.92
215433,1608,0.07
215424,1608,0.92
215424,1603,0.07
215422,1608,0.92
215422,1807,0.07
215421,1606,0.92
215421,1603,0.07
215418,1608,0.749829808
215418,1408,0.057052268
215417,1305,0.92
215417,1807,0.07
215416,1608,0.92
215416,1807,0.07
215413,1807,0.92
215413,1608,0.07
215412,1807,0.92
215412,1608,0.07
215410,1805,0.61429826
215410,1408,0.046740085
215392,1807,0.92
215392,1608,0.07
215381,1807,0.92
215381,1608,0.07
215372,1608,0.92
215372,1807,0.07
215370,1603,0.92
215370,1807,0.07
215351,1100,0.92
215351,1602,0.07
215340,1807,0.92
215340,1608,0.07
215337,1807,0.92
215337,1608,0.07
215320,1608,0.92
215320,1515,0.07
215305,1608,0.92
215305,1807,0.07
215288,1608,0.92
215288,2100,0.07
215282,2004,0.439525952
215282,1100,0.033442192
215274,1807,0.92
215274,1608,0.07
215265,1608,0.92
215265,1807,0.07
215262,1807,0.92
215262,1608,0.07
215244,1807,0.92
215244,1608,0.07
324767,1402,0.92
324767,1608,0.07
215243,1608,0.92
215243,1807,0.07
215240,1807,0.92
215240,1608,0.07
215234,1608,0.613090852
215234,1408,0.046648217
215233,1603,0.511366728
215233,1513,0.038908338
324761,1608,0.92
324761,1807,0.07
215213,1807,0.542759336
215213,1305,0.041296906
215209,1807,0.92
215209,1608,0.07
215208,1606,0.92
215208,1513,0.07
215201,1608,0.754961292
215201,1408,0.057442707
215199,1603,0.803861316
215199,1608,0.061163361
215198,1608,0.92
215198,1807,0.07
215175,1608,0.92
215175,1602,0.07
215174,1608,0.92
215174,1603,0.07
215167,1608,0.962
215167,1605,0.037
215149,1805,0.92
215149,1608,0.07
215141,1608,0.669235324
215141,1408,0.050920079
215131,1608,0.92
215131,2004,0.07
215130,1603,0.87389098
215130,1807,0.066491705
215122,1807,0.92
215122,1608,0.07
215111,1402,0.92
215111,1608,0.07
215082,1608,0.92
215082,1515,0.07
215073,1608,0.65957606
215073,1513,0.050185135
204255,1807,0.92
204255,1608,0.07
215051,1807,0.92
215051,1608,0.07
215038,1602,0.92
215038,1608,0.07
215032,1807,0.92
215032,1608,0.07
215030,1608,0.92
215030,1807,0.07
215011,1608,0.532496368
215011,1515,0.040516028
215003,2100,0.623655672
215003,1602,0.047452062
324740,1807,0.92
324740,1603,0.07
214993,1807,0.92
214993,1608,0.07
214987,1305,0.803257612
214987,1608,0.061117427
214975,1807,0.92
214975,1608,0.07
214951,1608,0.7561687
214951,1408,0.057534575
214942,1608,0.92
214942,1807,0.07
214932,1602,0.92
214932,1608,0.07
214931,1807,0.92
214931,1608,0.07
214923,1608,0.92
214923,1513,0.07
214898,2002,0.552720452
214898,1807,0.042054817
214894,1807,0.92
214894,1608,0.07
214890,1305,0.610676036
214890,1807,0.046464481
214888,1608,0.92
214888,1603,0.07
214885,1807,0.92
214885,1608,0.07
214882,1703,0.476050044
214882,1807,0.036221199
214878,1608,0.92
214878,1603,0.07
214877,1602,0.509253764
214877,1608,0.038747569
214865,1807,0.92
214865,1608,0.07
214863,1608,0.92
214863,1807,0.07
214844,1807,0.92
214844,1608,0.07
214838,1807,0.92
214838,1608,0.07
324717,1602,0.92
324717,1608,0.07
214835,1608,0.92
214835,2100,0.07
214809,1807,0.92
214809,1709,0.07
214798,1407,0.92
214798,1602,0.07
214780,1608,0.722361276
214780,1408,0.054962271
214767,1608,0.92
214767,2003,0.07
214763,1608,0.92
214763,1807,0.07
214751,1802,0.45582596
214751,1606,0.03468241
214748,1605,0.489935236
214748,1608,0.037277681
214745,1807,0.92
214745,1608,0.07
214744,1609,0.749527956
214744,1603,0.057029301
214742,1613,0.648709388
214742,1608,0.049358323
214741,1608,0.92
214741,1807,0.07
214740,1608,0.729605724
214740,1408,0.055513479
214728,1809,0.92
214728,1807,0.07
214726,1807,0.92
214726,1608,0.07
214718,2003,0.416283348
214718,1807,0.031673733
214695,1608,0.543664892
214695,1408,0.041365807
214687,1807,0.92
214687,1608,0.07
214683,1608,0.92
214683,1807,0.07
214636,1608,0.46790004
214636,1807,0.03560109
214634,1608,0.521931548
214634,1408,0.039712183
214621,1602,0.92
214621,1608,0.07
214617,2004,0.488425976
214617,1100,0.037162846
214611,1608,0.92
214611,1703,0.07
214595,1608,0.729605724
214595,1408,0.055513479
214581,1807,0.92
214581,1608,0.07
214579,1807,0.92
214579,1608,0.07
214558,1807,0.92
214558,1608,0.07
214554,1608,0.92
214554,1602,0.07
214547,1608,0.8920021
214547,1408,0.067869725
214545,2003,0.815935396
214545,2002,0.062082041
214537,1807,0.92
214537,1608,0.07
214531,1807,0.92
214531,1608,0.07
375745,1608,0.92
375745,1807,0.07
214524,1302,0.616411224
214524,1403,0.046900854
214486,1608,0.92
214486,1807,0.07
214458,1807,0.92
214458,1603,0.07
214454,1608,0.92
214454,1603,0.07
214446,1608,0.92
214446,1603,0.07
214444,1608,0.60071492
214444,1408,0.04570657
214420,1608,0.92
214420,1807,0.07
214416,1608,0.72749276
214416,1408,0.05535271
214401,1608,0.508951912
214401,1515,0.038724602
214383,1807,0.92
214383,1303,0.07
214376,1608,0.92
214376,1603,0.07
214368,1807,0.92
214368,1608,0.07
214367,1807,0.92
214367,1608,0.07
214361,1807,0.92
214361,1602,0.07
214341,2006,0.92
214341,1608,0.07
214330,1807,0.92
214330,1608,0.07
214325,1505,0.902265068
214325,1612,0.068650603
214322,1602,0.92
214322,1208,0.07
214306,1807,0.92
214306,1608,0.07
214293,1605,0.75918722
214293,1302,0.057764245
214269,1603,0.595583436
214269,1608,0.045316131
214262,1608,0.92
214262,1807,0.07
214254,1807,0.92
214254,1608,0.07
214247,1306,0.92
214247,2003,0.07
214244,1608,0.92
214244,1603,0.07
214243,1608,0.92
214243,1807,0.07
214237,1807,0.92
214237,1608,0.07
214235,1608,0.85728912
214235,1515,0.06522852
214234,1608,0.565096384
214234,1513,0.042996464
214219,1807,0.92
214219,1608,0.07
214208,1608,0.92
214208,1603,0.07
214204,1608,0.92
214204,1603,0.07
214194,1606,0.92
214194,1807,0.07
214162,1608,0.92
214162,1603,0.07
214145,1807,0.92
214145,2100,0.07
214118,1608,0.652935316
214118,1513,0.049679861
214099,1606,0.787259456
214099,1210,0.059900176
214095,1305,0.92
214095,1515,0.07
214090,1602,0.92
214090,1613,0.07
214087,1608,0.538533408
214087,1408,0.040975368
214070,1807,0.92
214070,2100,0.07
214064,1807,0.92
214064,1608,0.07
214061,1807,0.92
214061,1608,0.07
214059,2003,0.92
214059,2005,0.07
214053,2006,0.604035292
214053,1306,0.045959207
214042,1305,0.640559384
214042,1603,0.048738214
214028,1602,0.92
214028,1807,0.07
214006,1807,0.92
214006,1608,0.07
213997,1807,0.92
213997,1608,0.07
213986,1807,0.92
213986,1608,0.07
213982,1602,0.92
213982,1608,0.07
213971,1807,0.92
213971,1608,0.07
213965,1305,0.73805758
213965,1807,0.056156555
213961,1807,0.92
213961,1602,0.07
213957,1608,0.92
213957,1100,0.07
213941,1602,0.669537176
213941,1609,0.050943046
213938,1807,0.92
213938,1608,0.07
213928,1608,0.92
213928,1807,0.07
213913,1608,0.703948304
213913,1602,0.053561284
213896,1807,0.92
213896,1608,0.07
213894,1608,0.92
213894,1807,0.07
213872,1608,0.92
213872,1807,0.07
213853,1602,0.92
213853,1608,0.07
213843,1606,0.701533488
213843,1513,0.053377548
213813,1807,0.92
213813,1608,0.07
213789,1603,0.79239094
213789,1608,0.060290615
213761,1608,0.92
213761,1807,0.07
213759,1807,0.92
213759,1608,0.07
213750,1807,0.92
213750,1602,0.07
213736,1807,0.92
213736,1608,0.07
213735,1302,0.92
213735,1307,0.07
213729,1807,0.92
213729,1608,0.07
213713,1608,0.92
213713,1807,0.07
213681,1807,0.92
213681,1608,0.07
204411,1613,0.792089088
204411,1405,0.060267648
213674,1807,0.92
213674,1608,0.07
213669,1608,0.92
213669,1602,0.07
213666,1606,0.665914952
213666,1608,0.050667442
213651,1807,0.92
213651,1608,0.07
213648,1608,0.92
213648,1807,0.07
213634,1807,0.92
213634,1608,0.07
213621,1608,0.92
213621,1513,0.07
213611,1605,0.92
213611,1405,0.07
213606,1608,0.4920482
213606,1408,0.03743845
213592,1807,0.92
213592,1608,0.07
213571,1602,0.92
213571,1608,0.07
213566,1807,0.92
213566,1608,0.07
213565,1608,0.54185378
213565,1807,0.041228005
213553,1608,0.92
213553,1603,0.07
213545,1608,0.591055656
213545,1408,0.044971626
213489,1608,0.92
213489,1807,0.07
213477,2004,0.92
213477,1503,0.07
213470,1807,0.92
213470,1608,0.07
213466,1608,0.58713158
213466,1408,0.044673055
213453,1807,0.92
213453,1608,0.07
213449,1602,0.92
213449,1608,0.07
213435,1807,0.92
213435,1608,0.07
213419,1602,0.92
213419,1807,0.07
213415,1807,0.92
213415,1608,0.07
213406,1608,0.845818744
213406,1602,0.064355774
213376,1609,0.63844642
213376,1408,0.048577445
213365,1807,0.92
213365,1608,0.07
376834,1608,0.92
376834,2100,0.07
213344,1807,0.92
213344,1608,0.07
213334,1807,0.92
213334,1608,0.07
213311,1403,0.92
213311,1608,0.07
213310,1602,0.92
213310,1608,0.07
213308,1608,0.92
213308,1807,0.07
213296,1807,0.92
213296,1608,0.07
213289,1608,0.92
213289,1513,0.07
213260,1603,0.92
213260,1608,0.07
213239,1603,0.701533488
213239,2100,0.053377548
213231,1807,0.92
213231,1608,0.07
213217,1608,0.92
213217,1807,0.07
213214,1807,0.92
213214,1608,0.07
204459,1608,0.92
204459,1602,0.07
213212,1602,0.540948224
213212,1807,0.041159104
213210,1807,0.92
213210,1608,0.07
213196,1608,0.540948224
213196,1807,0.041159104
213176,1608,0.675574216
213176,1408,0.051402386
213168,1807,0.92
213168,1608,0.07
213131,1303,0.92
213131,1608,0.07
213130,1807,0.92
213130,1602,0.07
213127,1608,0.92
213127,1807,0.07
213126,1807,0.92
213126,1608,0.07
213116,1807,0.92
213116,1606,0.07
213082,1603,0.543061188
213082,1408,0.041319873
213059,2002,0.810200208
213059,1303,0.061645668
213029,1807,0.92
213029,1608,0.07
213027,1608,0.92
213027,1807,0.07
213008,1807,0.92
213008,1608,0.07
212989,1602,0.86332616
212989,1807,0.06568786
212944,1608,0.92
212944,1807,0.07
212938,1807,0.92
212938,1608,0.07
212932,1807,0.92
212932,1608,0.07
212914,1608,0.92
212914,1807,0.07
212884,1807,0.684327924
212884,1306,0.052068429
212881,1807,0.92
212881,1608,0.07
204483,1608,0.92
204483,1807,0.07
212850,1606,0.92
212850,1608,0.07
212831,1403,0.86634468
212831,1408,0.06591753
212828,1807,0.92
212828,1608,0.07
212802,1603,0.503820428
212802,1606,0.038334163
212756,1807,0.92
212756,1608,0.07
212739,1608,0.92
212739,2100,0.07
212579,1807,0.92
212579,1608,0.07
212512,1807,0.92
212512,1608,0.07
212498,1807,0.92
212498,1608,0.07
212468,1807,0.92
212468,1608,0.07
212444,1807,0.92
212444,1608,0.07
212430,1807,0.92
212430,1608,0.07
212416,1807,0.92
212416,1605,0.07
212369,1807,0.92
212369,1608,0.07
212318,1807,0.92
212318,1608,0.07
212260,1807,0.5448723
212260,1302,0.041457675
212259,1807,0.92
212259,1608,0.07
212250,1608,0.92
212250,1606,0.07
212192,1405,0.730209428
212192,1603,0.055559413
212183,1807,0.92
212183,1608,0.07
212169,1807,0.92
212169,1602,0.07
212069,1807,0.92
212069,1608,0.07
212064,1807,0.559059344
212064,1608,0.042537124
212061,1807,0.92
212061,1608,0.07
212059,1609,0.821368732
212059,1515,0.062495447
212058,1602,0.92
212058,1605,0.07
204513,1608,0.92
204513,1807,0.07
212057,1807,0.92
212057,1608,0.07
212056,1807,0.92
212056,1608,0.07
212055,1807,0.92
212055,1608,0.07
212054,1608,0.92
212054,1603,0.07
212053,1608,0.92
212053,1602,0.07
212052,1608,0.92
212052,1807,0.07
212051,1807,0.92
212051,1608,0.07
212050,1302,0.62486308
212050,1608,0.04754393
212049,1608,0.92
212049,1807,0.07
212048,1807,0.92
212048,1608,0.07
212047,1603,0.92
212047,1608,0.07
212046,1608,0.92
212046,1603,0.07
212045,1608,0.92
212045,1603,0.07
212044,1100,0.542457484
212044,1602,0.041273939
212043,1608,0.44827966
212043,1408,0.034108235
212042,1807,0.92
212042,1608,0.07
212041,1606,0.92
212041,1608,0.07
212040,1302,0.57203898
212040,1603,0.043524705
212039,1807,0.92
212039,1608,0.07
212038,1807,0.92
212038,1608,0.07
212037,1608,0.755866848
212037,1408,0.057511608
212036,1807,0.92
212036,1608,0.07
212035,1807,0.92
212035,1608,0.07
212034,1807,0.92
212034,1608,0.07
212033,1807,0.92
212033,1608,0.07
212032,1608,0.92
212032,1807,0.07
212031,1602,0.92
212031,1608,0.07
212030,1807,0.92
212030,1608,0.07
212029,1608,0.92
212029,1807,0.07
212028,1606,0.489633384
212028,1408,0.037254714
212027,1709,0.92
212027,1807,0.07
212026,1807,0.92
212026,1608,0.07
212025,1807,0.92
212025,1608,0.07
212024,1807,0.92
212024,1608,0.07
212023,1807,0.92
212023,1608,0.07
212022,1608,0.494764868
212022,1408,0.037645153
212021,1608,0.695194596
212021,1610,0.052895241
212020,1807,0.92
212020,1608,0.07
212019,1807,0.92
212019,1608,0.07
212018,1807,0.92
212018,1608,0.07
212017,1602,0.92
212017,1608,0.07
212016,1703,0.407831492
212016,1807,0.031030657
212015,1608,0.92
212015,1807,0.07
212014,1403,0.649614944
212014,1609,0.049427224
212013,1609,0.92
212013,1807,0.07
212012,1305,0.681007552
212012,1100,0.051815792
212011,1608,0.655350132
212011,1603,0.049863597
212010,1807,0.92
212010,1603,0.07
212009,1603,0.48148338
212009,1608,0.036634605
212008,1807,0.92
212008,1608,0.07
212007,1807,0.657764948
212007,1608,0.050047333
212006,1807,0.92
212006,1608,0.07
212004,1807,0.92
212004,1408,0.07
212003,1603,0.539137112
212003,1408,0.041021302
212002,1807,0.92
212002,1608,0.07
212001,1807,0.92
212001,1608,0.07
212000,1807,0.92
212000,1608,0.07
211999,1807,0.92
211999,1608,0.07
211998,1807,0.92
211998,1603,0.07
211997,1608,0.92
211997,1603,0.07
211996,1807,0.92
211996,1303,0.07
211995,1807,0.92
211995,1608,0.07
211994,1807,0.92
211994,1602,0.07
211993,1608,0.92
211993,1807,0.07
211991,1608,0.92
211991,1807,0.07
211990,1407,0.606450108
211990,1807,0.046142943
211989,1807,0.92
211989,1608,0.07
211988,1303,0.801144648
