display_id,uuid,document_id,timestamp,platform,geo_location
11732,ee460e0da57f32,1780362,816696,2,US
11733,ffbe399dffe3fb,158183,816699,3,US>SC>546
11734,bd441f5f9d64b7,1330329,816779,2,US>NV>839
11735,f6874c8d89dee6,1004351,816790,2,US>NJ>504
11736,d97f72bc3ce560,443431,817040,2,US>GA>524
11737,d947c9c97cbeac,1758963,817139,2,US>MN>613
11738,6ebcc2cbcee339,146108,817152,1,US>NV>839
11739,da17e13d4969f8,339738,817254,3,US>TX>709
11740,a41c0fda27b4d9,1412674,817355,2,US>NY>501
11741,a54814b92f6d75,1761403,817431,1,CA>BC
11742,514671ecaf7403,698741,817473,2,US>IL>602
11743,7141d672c5bb50,1706807,817604,3,US>WA>819
11744,2952878bd390ba,1653274,817836,2,CA>MB
11745,9e252b43b706f5,1769564,817990,2,US>FL>548
11746,39bd4e8b883018,1594233,818096,2,US>CA>807
11747,bf58ebee95180d,1178289,818096,3,US>OR>820
11748,710782e9a29b35,1795026,818130,2,SG>00
11749,e83cff0fd9d940,1788470,818155,1,US>FL>528
11750,2cce56546b367e,1775449,818189,1,US>AZ>753
11751,59747e44223a93,1757723,818210,1,US>WA>819
11752,9a44d53de80850,1738973,818235,2,US>TX>623
11753,acd93e2c2c4ec8,1781182,818243,2,US>LA>622
11754,1db9071e0e761f,792983,818296,3,US>UT>770
11755,c83504da613166,1789147,818476,3,US>TX>623
11756,5ee0b6cc142baa,1792944,818526,2,US>CT>501
11757,95c308f6701bb0,1754876,818589,1,US>WA>819
11758,107e429cc39add,1429936,818622,1,US>WA>819
11759,c12a02270f14ed,1641665,818622,2,CA>AB
11760,2e3f3fb0403de4,1047552,818645,2,SG>00
11761,53823da7c48b75,1329446,818650,2,US>MI>505
11762,974213b86006f4,395343,818682,2,CA>AB
11763,8ebc0ebde578f8,6375,818765,2,NZ>E7
11764,42605665336b4e,1276858,818830,1,AU>04
11765,9dfa8defd24f36,1741390,818870,1,US>WI>669
11766,76cf39c6d14a3c,1785206,818887,1,AU>02
11767,ab577e07312dd8,1786917,818945,2,US>AZ>753
11768,2565703c3792b3,1722128,818979,2,US>NV>839
11769,ef66fd2288bf18,1784680,819214,2,GB>H9
11770,52f439e7acaf10,1777484,819274,2,US>FL>539
11771,36e39e6f5334bc,1275713,819324,3,CA>QC
11772,c145fb08e26e21,1745109,819338,2,US>NE>652
11773,20f085a2a1cd75,1715349,819514,1,US>LA>622
11774,c04d2574c3795a,1300777,819529,1,US>NJ>501
11775,4c23adeec81057,1785484,819592,2,US>OR>801
11776,39230674cf0aaa,1793525,819655,2,US>MA>506
11777,7836c664455629,1766888,819818,3,US>OH>596
11778,7855c5fe15f68d,1767017,819846,2,AU>08
11779,845fd1afc2455d,1790442,819926,2,US>MI>505
11780,84479356c811ef,1783238,819939,2,US>WA>819
11781,8e327140b76a63,1773150,819943,2,US>TX>618
11782,2d3b600c178a98,1786506,820043,2,NZ>F8
11783,65ef702594f9ec,1748035,820277,2,AU>06
11784,9a395fbb88dbda,1697627,820293,1,US>ID>757
11785,19553ffc629539,1667848,820372,2,US>CA>803
11786,cbcbb82142c4d5,428938,820424,2,SG>00
11787,ef50d877a34f88,1729636,820460,1,US>ID>758
11788,fc81bd053719b3,813481,820681,2,US>NY>501
11789,47a5245b78f9c9,1737960,820697,2,US>VA>573
11790,7baf2437172704,1788206,820890,2,US>NJ>501
11791,14bd0b85061f3d,1717049,820923,1,US>AZ>753
11792,996278f6c19cdb,1729360,820927,3,US>CA>803
11793,e64ac934122ae7,1727848,820930,3,US>NY>502
11794,ab118ef591de99,1697627,820947,1,US>ID>881
11795,2174290bf24249,1793846,820962,1,US>DC>511
11796,fb4e45f52487a5,1758134,821031,2,US>CT>533
11797,7ce47e10e9ff41,573292,821183,2,CA>ON
11798,4a0620b5c7d84a,1788696,821207,2,US>OH>510
11799,d25a467d9abe4c,1764066,821326,1,NZ>E7
11800,992761558a9841,1179175,821343,1,US>WA>819
11801,a9f011fb0843ab,1772854,821428,1,US>IL>602
11802,46d198dfdf6f9b,146831,821476,2,ID>08
11803,17e7b52df36bf7,1793625,821529,1,US>OH>510
11804,798b00fbe79c7d,1179111,821584,2,HK>00
11805,89dd151b1370d8,977250,821587,1,US>WA>819
11806,b04a38e510056f,25792,821639,1,US>WI>676
11807,b5f6c68851adbd,1765420,821677,2,US
11808,d24bd0924c8127,1777797,821688,2,US>LA>628
11809,ad3bb27a79b159,1116514,821885,2,US>IN>527
11810,cdad8696ea0329,1764997,821919,2,IN>25
11811,f91a69e50b32d1,1535449,821923,1,US>LA>622
11812,c1ffab59f17226,929343,822002,2,US>WA>881
11813,c4b81f1e750520,690351,822052,1,US>SC>567
11814,b5f9e83719ead9,668916,822120,2,US>NY>501
11815,9cf2b1a6fc4333,1764134,822253,1,US>AK>743
11816,fd7304ec13288a,1756801,822278,2,US>TX>618
11817,69f52c8c28e194,1096954,822349,2,US>WA>819
11818,3580aa8bcfa02a,1747718,822400,1,US>NY>501
11819,7179c4fae56d90,992673,822471,2,US>TX
11820,6cd6e96ffee852,1786239,822490,2,US>OR>820
11821,4c360279bb0a26,1743028,822527,2,US>TX>623
11822,70f952d30aab9d,1482808,822571,2,CA>BC
11823,b12f667ccb9e4f,1770820,822587,2,US>CA>803
11824,c053d2493a9031,1689122,822630,2,US>GA>524
11825,fbce98f38b989f,568353,822648,1,US>OR>820
11826,3c55eff5859c20,1406704,822722,2,US>MN>613
11827,4a563504e3d93f,1766871,822993,2,US>TX>635
11828,baa74b6f7acb24,1716081,823020,2,US>FL>534
11829,e6804bd9a850f3,133187,823153,2,US>FL>528
11830,a3bbd639dd46b1,1793802,823169,2,US>TX>618
11831,ef4a0f6c50f0cd,1741109,823210,3,CA>ON
11832,164fee395653f6,1789958,823323,1,US>WI>617
11833,d1ca0f32176e84,1179111,823355,2,AU>07
11834,78054886804b8b,13358,823519,3,US>NJ>504
11835,818b1eb3429269,339622,823670,3,CA>BC
11836,206be2e59bd2ac,1792677,823677,2,US>CA>803
11837,b0f41176742261,1755529,823747,3,US>IL>602
11838,d215edb96fbeba,1618399,824305,2,US>OR>820
11839,f4812b71d93c2f,801374,824366,3,GB>I6
11840,be2da7082fdee4,1785501,824380,1,JP>40
11841,b6aef527cb6aa2,1755939,824391,2,US>IL>602
11842,b590280bd07e77,1691048,824392,2,AU>07
11843,9587676be7677f,1795295,824420,3,CA>BC
11844,62111b3631b482,1388374,824429,3,US>CA>803
11845,edea3ac8630b63,647234,824752,2,AN>00
11846,cf43bf8018400e,1792461,824894,2,US>GA>522
11847,552c756d06c028,1035977,824899,3,US>CA>803
11848,6b27e28c06a2e7,1231811,824924,1,US>NC>517
11849,22833332505c7b,1589865,824964,2,TW>03
11850,37b85a0a161f9c,384461,824970,2,US>TX>623
11851,265c8155a79a41,1462161,825094,2,US>NV>839
11852,b824058897113c,1725954,825160,1,US>TX>618
11853,2e984cf416b044,1786976,825196,2,SG>00
11854,7b0fb94c3947f7,968727,825197,1,US>CA>803
11855,c05f9733cac604,868426,825313,2,US>CA>802
11856,376d7a62e151f7,1026091,825367,2,US>NY>514
11857,7dec4fb900e2ee,1788332,825436,2,US>AZ
11858,671e05afe9ec74,1764783,825485,2,US>CA>803
11859,c4f6430544fa4f,1060089,825698,1,US>TX>618
11860,4a7e1efceb36b9,1771454,825750,3,US>TX>625
11861,7f9900e296cb6d,1697924,825958,1,US>WA>819
11862,79070a3303b9dd,1784958,826002,2,US>TX>618
11863,f359e2a33f2fc8,386132,826043,2,US>WI>669
11864,7c3eebfdfc14d7,1552983,826053,2,US>NE>652
11865,558f4ec9fc27e5,1739031,826166,3,US>FL>539
11866,a7896e56ffc4af,1737186,826168,3,PH>D9
11867,40ff2058abadb5,1794259,826279,2,US>TX>641
11868,f143ebe40b7010,1760220,826417,1,US>TX>618
11869,cde03ed6111691,1148554,826429,2,GB>L7
11870,7f3a61954c3e69,1776187,826501,2,US>NY>501
11871,b3bd5f38fac917,1620989,826513,2,US>MI>505
11872,222a7d915d71b1,1772210,826571,2,IN>25
11873,66fe223f10b0c0,1049840,826572,2,US
11874,1b5e8df8801523,1633127,826839,1,US
11875,168aadb898be0e,1786540,826842,1,US>CA>807
11876,aff06562035ca6,394689,826974,1,US>MI>505
11877,2ece7dfb52dd63,1654823,827135,2,NZ>G2
11878,aa27ba849322bb,1790189,827153,2,CA>BC
11879,a80a15c75b80fb,1764783,827215,2,US>VA>511
11880,efab90134d9b32,488431,827348,3,US>AZ>753
11881,a49ec67d66277e,1269273,827488,3,CA>SK
11882,74131cd73d7b40,1747431,827523,3,US>VA>511
11883,d884cb16af9bcd,1750803,827592,1,CA>ON
11884,2a9c715e21dffd,1693906,827684,2,US>CA>862
11885,e5371c0a873da4,1786540,827697,1,KR>13
11886,4b8b7a39d79f34,1714166,827782,2,US>CA>803
11887,2ae662a0bb0ae1,442274,827818,1,AU>04
11888,c0da7115a6aa09,789730,828098,2,US
11889,80399a2a756a23,1786571,828173,1,US>CA>803
11890,6eae9721e3196b,488717,828222,1,AU>07
11891,4f616fe0b769f7,1327665,828447,1,US>CT>501
11892,2ddbddb247802e,1775172,828457,1,US>NY>501
11893,5c864cb884a268,1256566,828567,2,US>ID>757
11894,49e55699bbf479,502753,828784,1,US>AZ>753
11895,98c4bb5ccea05f,38922,828805,1,US>CO>751
11896,b3e1bedba41e07,619529,828900,2,US>AL>630
11897,d1b288c64c98a3,1178289,829013,3,US>MA>506
11898,a6d2c170a0e057,505540,829106,1,AU>07
11899,be4befdb7fa25a,1736823,829213,2,US>TX>618
11900,9bce2012fa002f,1780636,829304,3,US>TX>623
11901,20d10be283d347,1776245,829513,2,US>TX>618
11902,ff8269bcd74032,1779415,829515,2,US>CA>807
11903,ad229bdcb8f45b,1764219,829557,2,US>FL>528
11904,b79b1d1c410df6,1745520,829647,1,US>NY>501
11905,93f9a4dd88c71e,212642,829667,1,AU>02
11906,e348ca175fa2cc,1690149,829746,1,US>CA>803
11907,20e1741dd45b70,1772854,829750,3,US>MN>613
11908,5589db7ad7b9f1,1583825,829755,1,US>AR>693
11909,6e7105e177ff6b,1735408,829938,3,US>TX>625
11910,2eac63b37f58e4,1789548,829956,2,US
11911,fcbc85de012e8e,54348,830018,3,US>NJ>501
11912,2b132305af7f89,1785206,830068,3,US>LA>622
11913,7e20c354b1e764,1498158,830080,1,US>CO>751
11914,d6012c46a77dfc,381657,830157,3,US>CA>803
11915,3a08b69df07847,1734076,830245,1,US>AZ>753
11916,75e067b70974f7,1790442,830302,2,US>KS>678
11917,97017899da9b15,1669660,830414,2,US>VA>511
11918,f5cd6b6454a065,1764783,830508,1,US>NY>501
11919,eb3c5622274326,1769560,830568,2,US>FL>528
11920,18e3efc6aad04f,1783753,830629,3,US>IN>527
11921,5f8fffba03d5e5,1660449,830645,2,US>GA>524
11922,8dce33625c4d12,364195,830651,1,US>WA>819
11923,1976d8ae8e0119,1586178,830874,2,US>WA>819
11924,b1cb36dff8bd82,1782312,830876,3,US>IN>509
11925,31915278a25bff,1782053,830883,2,US>NY>501
11926,7b68164a86bbab,1504417,831097,2,US>NY>501
11927,f99ae8074bc9be,1764847,831115,1,CA>ON
11928,20240302c19c12,1745586,831152,3,US
11929,ff4fe3bfea109c,1595162,831227,1,US>CA>825
11930,7fb45a7a9d1c33,1044853,831255,2,US>FL>561
11931,2b54909a0d3fc4,1785233,831294,2,US>NV>839
11932,c915085f9b409d,1760144,831309,2,HK>00
11933,3bb0e74a913876,1774314,831356,2,US
11934,f91720ef09a1c3,1792820,831453,3,US>CA>807
11935,cee563973f2286,480320,831459,2,US>MN>613
11936,7b5332cfc55553,1795341,831635,1,US>CO>751
11937,351bf41881f6ad,170004,831718,2,IN>19
11938,eff18c48e8dd6e,1760776,831846,2,US
11939,8c5d4e42855c71,1782195,831935,2,US>TX>618
11940,69b693d21e8cd3,46094,832122,1,US>TX>623
11941,77334497c044be,1760666,832207,3,US>NM>790
11942,9c13c5024243f5,1761833,832208,2,US>FL>539
11943,8117fd3588add7,1772854,832209,1,US>CA>803
11944,b90babb4efe029,1793339,832229,3,US>TX>651
11945,8fcf5003c5cba7,1793288,832411,2,US>MN>613
11946,e180e9aaa94330,1730100,832433,3,US>TN>659
11947,3637d5cbac7e68,1761796,832687,2,DE>07
11948,8568ed41981f7b,1768840,832799,3,US>CA>807
11949,7409e6046d4c0c,1026091,832805,2,US>NY>532
11950,556f955c1d2d73,1775449,832960,1,US>WA>820
11951,1be05ccb4719bc,1787381,833053,2,US>MD>512
11952,e2ef92cab2b40f,1725016,833253,2,US
11953,72aff38076a05b,1725723,833318,2,US>KS>616
11954,23b6e92b8bfdbd,1750803,833431,1,CA>AB
11955,5d27783761b673,1004712,833553,1,US>WA>819
11956,498acbbf490ac5,1772854,833603,2,US>AZ>789
11957,adf5f3fde2123f,1446647,833621,2,US>NY>514
11958,a1075ed456a65b,1280592,833993,2,US>CO>751
11959,3af1eb5a2475c8,1672143,834007,1,US>IN>527
11960,f751edac7b1cab,275920,834277,1,US>OR>820
11961,71996f04c33f71,1717030,834299,1,MY>14
11962,b73de29b8bae8a,1794432,834659,2,US>TX>618
11963,b3e678c11bca2d,1768455,834667,2,IN
11964,d2040791c593fd,1633652,834708,3,CA>AB
11965,613342d949a1ff,205688,834862,1,US>GA>522
11966,291da07ff07d57,1626226,834874,2,US>MI>513
11967,8a7d3dc2a49867,1595787,835030,2,US>TX>618
11968,24ff4c39409a15,56260,835235,2,CA>ON
11969,3b6fe41d4f0ff0,1715349,835236,3,US>OR>820
11970,8fd3f4d21f1f2c,1393509,835315,1,US>MO>619
11971,6a4f6883072a87,834753,835358,3,US>GA>524
11972,f73eb80731f85b,1749813,835482,2,US
11973,2743567454d508,1360643,835547,3,US>NY>501
11974,8aa9bf75811b73,1750934,835672,1,US>CA>803
11975,ee95b25bc4b634,1271578,835867,1,US>SC>567
11976,8516d3d799162e,1771256,835951,2,US>TX>618
11977,c8dbcccedf6bcb,1787574,835961,1,DE>16
11978,3712b27746fc96,1795050,835978,3,US>TX>709
11979,973b53b98e5f38,1757487,835996,2,US>WA>819
11980,ef67bb4cb33454,1761403,836001,1,US>MN>613
11981,a6a85025b3a76f,868169,836012,2,US>TX>623
11982,91138db9a1e386,1794536,836037,1,US>TN>659
11983,b399776987758e,1762485,836096,3,US>NV>811
11984,d43cfcc69a3790,1382920,836098,2,US>DE>504
11985,986bf74f99198b,1766949,836147,1,US>OH>542
11986,16ccd91e02b741,38922,836311,1,US>MO>616
11987,53d90c971fcb92,753312,836352,3,US>FL>561
11988,aaaf880862b9cf,1637840,836447,2,US>MN>613
11989,61cfa94eb3ed4c,1768693,836472,1,US>IL>602
11990,b938566da53526,1756034,836477,2,US>TX>623
11991,bd8f382876d040,1526507,836706,1,US>NY>501
11992,94dc23cbf9ea1b,1777797,836850,2,US>MN>613
11993,c769fbfc52f208,973493,836850,3,US>CO>751
11994,39f5a5bef68689,1781986,836921,2,US>NC>517
11995,5666ee6ca85776,1743986,836945,2,US>MA>506
11996,acd61b1f3febe9,1031241,836988,2,US>FL>528
11997,df342d5ced5846,1652031,837067,2,US>FL>539
11998,cd714986ef5baf,38922,837103,1,US>MO>619
11999,6f256f37a6d636,1760776,837215,2,US>TX
12000,c606e52e43bbc5,489250,837289,1,US>UT>770
12001,ddbea96ea37d2b,1557517,837324,3,US>CA>803
12002,876f5e7e7dfdf1,1697627,837336,1,US>NY>555
12003,9a534051688120,1776177,837374,1,US>NY>549
12004,292c5d9e5d7af6,1146665,837454,2,US>TX>623
12005,cb9d9f1917c7eb,1319542,837460,2,GB>H9
12006,92d14c86bf8bfd,1516323,837518,1,US>WA>881
12007,987caadff84893,1783789,837560,3,US>TX>641
12008,59c4c28e13151e,510138,837592,1,AU>02
12009,74b4aa74ffe0de,1784680,837690,2,US>NC>560
12010,8a363db01442e2,1743986,837701,2,NL
12011,9c23849a7ffc5a,300181,837710,2,US>LA>612
12012,413aa3b4895f30,1753458,837743,1,US>CA>803
12013,ff879b881cac00,85369,837832,2,US>WA>819
12014,4e54872b21d2a4,1666207,837852,2,CA>ON
12015,7387c0574ebca8,1179111,837980,1,AU>04
12016,a730a829dbe736,1779713,838015,2,US
12017,12cdce3bdc7d1c,1179111,838187,2,US>TX>618
12018,c2945567876e43,1726597,838200,2,US>PA>504
12019,9bf6e3615aa95c,1586856,838374,3,US>VA>511
12020,669c444d2ab970,1790897,838465,3,US>TX>618
12021,a8fa8787a72eda,1755337,838466,1,US>UT>770
12022,311a627ebd2a6c,1729636,838632,1,US>CA>803
12023,d55b6a661cb522,1747821,838804,2,US>CA>807
12024,87c58c2852f6d0,1754739,838940,1,GB>N1
12025,73e6e78b1d3e18,1758922,839057,1,IN>19
12026,114526ef0b5ad6,1745672,839087,1,US>NC>560
12027,44d3940106233f,1786540,839166,1,US>WA>819
12028,7bdc7d8fd73873,1744611,839176,1,US>SC>567
12029,ab152d7bd58cc1,1772849,839198,2,US>AZ>753
12030,b077007e853307,275537,839253,1,ZA>02
12031,54a93738d2b16a,1026091,839266,2,US>NY>501
12032,a4dfff8f5fdf7d,1217686,839319,1,AU>02
12033,bfda85ddae7787,1791983,839547,1,US>TX>765
12034,fc48b495880492,28366,839558,1,CA>SK
12035,6b0fe3013ff09f,1550066,839564,2,AU>02
12036,5b68315467fa1d,1653423,839571,2,CA>MB
12037,f893e7bc5b6d14,1620989,839580,1,SE>14
12038,7a7e931518af42,1711019,839597,2,US>CA>807
12039,d45395bfa52092,1717049,839669,1,US>LA>716
12040,94b19866015863,1711459,839710,2,US>CA>803
12041,d6d9f6f85a673c,1781702,839778,2,US>TX>633
12042,ec7598c7b11c3c,1363268,839972,2,US>MI>505
12043,52638fc34f577c,11690,840104,1,US>AZ>753
12044,987ef5f9df1639,1755847,840138,1,AU>02
12045,22fde76735c142,1749572,840139,2,US>CA>803
12046,a7acb51e9dce5b,799909,840152,2,US>DC>511
12047,a8b59ec4ef4887,1086210,840162,1,CA>BC
12048,6999e9f453f6cb,1756814,840212,2,GB
12049,c7c66ab15eddfe,1711029,840306,2,US>NY>538
12050,4ef72de3e12855,1535449,840374,1,US>NJ>501
12051,266f990a602a61,1462164,840379,3,GB>C5
12052,b720d5a7fa62e7,1690149,840466,1,US>CA>825
12053,dbc9751082e6a0,988774,840663,3,IN>09
12054,4a4e93250bbf56,1783281,840701,3,US>CA>803
12055,e316cdb5ddc2a6,402083,840745,2,US>OK>650
12056,3a7251c834d93e,1772247,840754,2,US>CA>828
12057,e32b2eaa5f06f9,802485,840807,2,US>TX>625
12058,259fb70f9d4d19,1771140,840872,2,US>PA>508
12059,385ad19338ea2c,1774475,840925,2,DE>05
12060,3e9c0c93852b81,1772126,840928,1,US>CA>825
12061,6048e5caa1e0f5,1793531,840940,2,US>MI>505
12062,fba113d019e0db,1295429,841057,2,US
12063,2e3048b5ce7c23,1765758,841099,2,US>IL>602
12064,cff7cd25fca4b6,1767358,841126,3,US>FL>534
12065,b151bcfd574127,1791562,841243,2,US>FL>561
12066,da8938c3c37d4e,1755464,841400,1,US>WI
12067,3028f573630d0c,1759736,841490,1,US>OK>671
12068,3d007a135dee92,1793324,841543,1,AU>07
12069,ecc6029b29b826,1745403,841598,1,CA>BC
12070,7cd7c900343fce,1754683,841727,1,US>IL>602
12071,81048fd5955395,1772854,841775,3,US>CA>807
12072,f51fff67640773,1787133,841795,1,US>AZ>753
12073,9028f5db8d1987,679906,841801,2,US>MI
12074,44564e42215304,1766404,841993,2,US>FL>561
12075,b3188addb0343e,1791018,841994,3,US
12076,fea48126aa9014,1715349,842091,2,US>FL>528
12077,48dcbc7f19ffc3,861503,842095,2,US>WA>819
12078,1b71bc8291c97e,1089773,842175,2,US>IA>624
12079,bd7220bbb1b481,1565978,842177,2,US
12080,81ceeb67a6690a,1611330,842329,2,US>IL>602
12081,d23881a8e0fb2b,1750622,842475,2,CA>ON
12082,a2178789b2da16,1356484,842517,3,AU>07
12083,7b531d75f756b1,1412438,842523,1,US>CA>825
12084,25527b62964b55,1564746,842623,2,US
12085,c73d073d197f6b,997455,842709,1,US>PA>504
12086,60cd1b508de12a,1646644,842740,3,US>AL
12087,e1334b9c3cc6b3,1789792,842801,2,US>CA>803
12088,4fb5a3db15fbb5,1780474,842903,2,US
12089,52c708664f8bbd,1586178,842959,2,US>CA>803
12090,144631136d7ae1,1764621,843013,2,US>NH>506
12091,6f27acc5cdb6b5,1178289,843061,1,US>MN>611
12092,40da31bbbd068a,1179111,843171,1,US>WA>881
12093,645642100a3f8b,1789632,843199,2,US>FL>528
12094,4206fb7bfc8739,378073,843343,2,ZA>06
12095,5ca4326d6badc5,1771454,843405,2,US>OH>510
12096,5b440984101fa1,1776177,843420,1,AU>02
12097,12297e9c3b9ca4,1763108,843439,2,US>TX>623
12098,755d2df11486c2,1179111,843453,2,US>WA>881
12099,40dd362eb39087,1795026,843780,2,AU>07
12100,11fb5eaa63798c,1795548,843888,1,US>WA>819
12101,ddd984f97a961a,1776875,843949,1,US>CA>803
12102,c2c983e8fb8796,1446249,844142,2,US>OH>535
12103,9e7b82ed050315,1179111,844145,2,US>TX>623
12104,5774df007799d0,1773836,844146,2,US>IL>602
12105,8663958a0c554d,443431,844168,3,US>MO>616
12106,70ce67e176bcef,1692975,844235,2,US
12107,338ccd8d9e97a6,340876,844265,2,US>AZ>753
12108,6b3e48f5038fc8,1001548,844323,1,US>OH>515
12109,74d803204c2b55,292191,844333,2,US>CA>803
12110,4945af51a54ab1,851565,844390,2,AU>08
12111,40e65f857c6227,1674089,844450,2,US>TN>659
12112,4aebcfa7d4c7b5,829693,844561,2,US
12113,591218c4a453c8,517493,844758,2,US>TX>618
12114,1c0ee69d505f10,1703458,844803,2,US>IL>602
12115,cd9349b3ef35a0,1330329,844872,2,US>IN>527
12116,345c9c7dec92fb,1787871,844908,1,US>AZ>753
12117,9525a3e9405fd1,1794169,845020,3,US>TX>641
12118,f5f97fe3e1c485,1769716,845158,2,US>TX>618
12119,b70c9ececb3e33,1739615,845284,2,US>UT>770
12120,ac6ce346dea4d3,1779441,845368,1,AU>01
12121,a60ac3f031524c,1728536,845406,1,CA>ON
12122,151f3caf55f6a9,1446235,845571,2,US
12123,897023d4256a7e,389436,845644,2,US>PA>504
12124,2f4917038bb6b0,1786741,845663,3,CA>BC
12125,8be2b4fa5371bc,575244,845675,2,US
12126,8317594491970b,1784680,845703,2,US>NC>517
12127,5aef45b62e687a,1789836,845709,2,US>CA>807
12128,a4e01c166cce7d,1759364,845783,1,AU>02
12129,b5bc9a28963d88,1724499,845796,2,US>CO>751
12130,b2769d4c6308dc,1146222,845805,2,US
12131,db1ac64345e39b,1784610,845858,1,US>CO>751
12132,71f9ea0867335c,1070244,845861,1,MY>12
12133,f93ce25e1e7600,1789548,845989,2,US>GA>524
12134,68cbde54699d9e,923678,846105,2,US>TX>618
12135,c53ed3fb24b0c7,1761843,846171,3,US>AZ>753
12136,219ae97c9d717d,157455,846193,1,US
12137,b9a33b7dcb0c28,1279370,846237,2,US>CA>866
12138,b36d6457305707,1697627,846294,1,US>IL
12139,cba972e7afcb78,1729610,846447,1,US>IL>602
12140,a37689e7477fdc,1772070,846538,2,US>FL>539
12141,f82c98ead2edd0,1535449,846611,3,US>TX>635
12142,adfa008498d6bd,1711439,846690,2,US>AL>686
12143,e8c3260cbd9c18,779939,846690,2,US>TX>623
12144,ebeb735ee9ac57,1756378,846716,2,US>NC>560
12145,9f536370120fbd,1791900,846723,3,US>CA>803
12146,195124d8940574,1783119,846809,2,US>MN>613
12147,7611994ad0820d,1742477,846877,2,US>FL>528
12148,982e6535ed9c6c,1793811,846880,2,US>NY>501
12149,ea10b72d78d519,1777797,846958,2,US>FL>534
12150,faabf7bd4f38f5,1766734,846963,2,CA>NS
12151,e42535bce1b117,1620989,846986,2,US>CA>803
12152,d264a6c2cc471d,1717049,847184,1,US>CA>803
12153,55304ff3a2291f,443431,847203,2,US>CA>825
12154,415e3c0ef8172f,704813,847259,3,US>MI>505
12155,e64125afef2939,1413039,847411,2,GB
12156,90f5622943a288,1749608,847595,2,CA>BC
12157,c8d9cdd32146de,1154100,847810,1,US>IL>602
12158,5b3ae19a817323,1446291,847829,2,US>FL>528
12159,1086564f42b27a,1779222,847990,2,US
12160,b860894f321d0f,1583099,848016,2,US>CA>825
12161,8aaa2c48d78c39,930405,848125,2,SA>10
12162,1ff66f6b861379,1703458,848330,2,US
12163,271f1e892b0547,1594233,848332,1,US>TX>623
12164,bbad1edffb5552,1407527,848533,1,US>AZ>789
12165,a2d3b7104a7e50,1788431,848547,1,US>CA>862
12166,a7fba8ec57c1ce,1738914,848557,2,US>UT>770
12167,a3fa365395f6e0,1788159,848611,1,US>NY>501
12168,5e34c6391a150c,1714328,848620,1,US>CA>807
12169,9edf64e30ec874,1106270,848629,3,US>FL>548
12170,2f7dcbceee2e3f,1777537,848639,2,US>CA>803
12171,7f53626327c39f,1434253,848786,2,IN>23
12172,7347426021ee71,1781086,848811,2,US>IL>602
12173,3bccddc705f088,1327085,848826,2,US>OR>820
12174,459b01cfb5e4b1,1747924,848885,2,US>GA>507
12175,6c33197ff47030,1787381,848889,1,US>TX>623
12176,f9b638766e8c8c,1785066,848947,2,US>AL>686
12177,a0267cd77faa49,1708181,848961,2,US>VA>511
12178,25618490815e9d,1789836,848989,2,US>AZ>753
12179,7d9ac9d7576e5e,1636594,849046,3,US>KY>649
12180,6252daf9b611ed,813481,849235,2,US
12181,441e5c53bffe91,1775215,849294,1,US>OH>515
12182,4baca5a0ebb921,1190655,849489,1,CA>ON
12183,20aed2409031ba,1786506,849560,2,CA>NB
12184,65373d75f0e5a1,1776232,849607,1,US>DE>576
12185,fa22e31622a451,1119263,849611,2,US>IL>602
12186,5788389132f6c2,1750901,849620,2,US>NY>532
12187,eca46c5e0298de,1774143,849637,2,GB>H9
12188,2168e9cba7d22a,1786996,849695,2,US>TN>575
12189,dcd50eb0753b7a,1505033,849937,1,CA>QC
12190,b30a21c7a01a53,1694774,849954,2,US>NY>501
12191,b85bbb4392466e,1446605,849964,2,US>TX>618
12192,54000b142fbd6e,1729433,850076,2,US>TX>618
12193,b9555b4f7053dc,1029567,850099,2,US>CA>803
12194,e5b01daf3bb14d,1790795,850137,2,US>TX>623
12195,fbfe7db052917a,1319489,850213,1,US>CA>803
12196,80b2b6dfd3ccd0,1762838,850260,2,VE>25
12197,2e8ff41e852f84,1786767,850306,1,US>WA>819
12198,3ed27439c416c2,1786157,850314,2,US>NY>501
12199,2a822c3bdc2db6,1783138,850341,1,PH
12200,1a97989e73be51,1764783,850437,2,US>HI>744
12201,4f3d83cf074628,1690149,850645,1,US>MD>512
12202,a82384900abff8,1556041,850729,2,US>NM>790
12203,8d08f4c9c5b624,284496,850733,3,US>MI>551
12204,f6ac54a83891f4,179709,850735,1,LK>36
12205,a9bf023c891d3f,1689430,850777,2,US>TX
12206,156016a3fb0f2e,1260281,850794,2,US>VA>544
12207,b3b78ee92521f8,474461,850839,2,US>UT>770
12208,75d5256ae277af,597759,850887,2,CA>AB
12209,86bfbb29fa6854,382351,850933,2,AU>07
12210,698d70da4a3222,1776027,850958,3,US>WI>669
12211,b810b5b058da13,1179111,851035,1,US>IL>602
12212,4cd2b94b34c116,1523240,851126,3,US>CO>751
12213,c05268f57ddebd,1769707,851247,2,US>UT>770
12214,eed9d27a2fceb5,724702,851359,2,US>CA>803
12215,b2a9ed393da22c,1446417,851395,2,US>NC>518
12216,68481707a6b226,1759094,851410,3,US>CA>803
12217,298c0cebf1dd92,1783753,851439,2,US>WA>819
12218,6d620d620a55f3,1783635,851492,1,US>VT>523
12219,bdd4196307a9e6,1336314,851588,2,US>CO>751
12220,a9015220c3241b,1179111,851604,2,US>NJ>501
