uuid,document_id,timestamp,platform,geo_location,traffic_source
fde82fa54b0af3,25792,59677766,1,US>TX>623,2
a605a9d1b20a6e,25792,33090434,1,ES>56,1
b1d6a1ec1b1b99,25792,62180945,1,US>AZ>753,1
bc00c77bbc73ae,25792,14598515,1,DE>07,1
39591d7ed508f9,25792,46972316,1,US>MI>540,1
228ea006264e0b,25792,63911800,1,US>MA>506,1
12bee5db3d9752,25792,35648638,1,US>MA>506,1
ecf31f3b27f325,25792,83697849,1,US>CA>803,1
d60c1e56657313,25792,38484019,1,US>FL>539,1
b362c546b5003a,25792,35627890,1,US>NJ>504,1
f65a147132bde2,25792,52388681,1,US>NC>560,1
4917aef98b4ee2,25792,49095755,1,US>WI>669,1
37c25e727880df,25792,54475354,1,CA>BC,1
20beeb59539a9e,25792,47624458,1,US>NY>501,1
8b1512d0b97bab,25792,63407989,1,US>MI>540,1
d6ee74b9ed4933,25792,45204867,1,US>IN>527,1
373b878629c2cf,25792,35634246,1,US>OR>820,2
ffb0c041ae48fb,25792,43978708,3,US>TX>709,2
8aeddcdf387586,25792,37520524,1,US>CA>807,1
ea36f9ace4fab2,25792,38506979,1,US>NY>501,1
6fcc85436cdae7,25792,71926911,1,US>OH>547,2
123780c82c8b3f,25792,35723687,3,US>MN>613,1
a0d2b6abe2d015,25792,48469678,1,US>PA>508,1
f11aec3f2abe3e,25792,47367391,1,US>SC>567,1
34f069162a30e2,25792,72499658,1,US,1
53cff105581e8f,25792,56765131,1,US>MO>616,1
fd343a049724a3,25792,37290456,1,US>NC>560,1
8624c09e11763f,25792,42733181,1,US>NY>526,1
ec116843917b95,25792,37355522,1,US>NC>560,1
c774dab9703a92,25792,70496330,1,US>WY>759,1
7e2e9bf7acae9b,25792,61725283,1,CA>ON,1
45ff1fa336da6c,25792,72270795,1,US>CO>751,1
5b6b54fa8d9029,25792,34683932,1,US>NY>501,1
3e8d770d53a1e9,25792,39726462,1,US>CO>752,1
99fc9be4c66110,25792,26527924,1,US>TX>623,1
1a49c5341b35ff,25792,37808906,1,US>PA>504,1
7cd5062065815c,25792,34451145,1,US>FL>534,1
96c13fbb18c5e9,25792,1869852,1,US>CT>533,1
ea24d082de8d69,25792,42232544,1,US>KY>541,1
e93a99024db78e,25792,33408071,1,US>MO>609,1
c80b1f4559624b,25792,24519407,1,US>IL>602,1
c64dd09c15ccbd,25792,43493779,1,US>CA>803,2
289602f2297dd5,25792,72799428,3,US>KS>678,1
b37c8c5b749f46,25792,54163458,1,US>WA>881,1
7f2364e4058d9c,25792,34445828,1,US>MO>609,1
f894835a203068,25792,52378551,1,US>CA>803,1
688bf9c82fc0c7,25792,35324002,1,CA>ON,1
8fbd99c009ac5b,25792,38342618,3,US>AR>693,1
3023a5976ae938,25792,59407985,1,US>IN>588,1
4428139c27ec78,25792,36257085,1,US>NY>501,2
677bbe9159dd86,25792,38290050,1,CA>BC,1
3765fcd0da111b,25792,29169521,3,US>OH>510,1
1c14049fa4f046,25792,46699014,1,US>PA>504,2
75fe200473ef2f,25792,30333960,1,US>MD>512,1
ef70f07706ae64,25792,39900830,1,US>WA>819,1
c2222b72ae3e23,25792,63451613,1,US>MD>512,1
dc58b6bbbf6d9e,25792,26293624,1,US>LA>642,1
e6024aea7b6e36,25792,35789348,1,CA>QC,1
5134ac7a18d586,25792,78318634,2,IN>10,1
d00e7fd30aea2c,25792,50707648,3,US>MA>521,2
4acb63697ca07c,25792,9106291,1,ZA>03,1
b30e0523229dd7,25792,35572853,1,CH,1
c0a9d8f9661e45,25792,21138154,3,US>CA>803,1
28376c410da5bd,25792,28050334,1,US>NY>501,1
bd98de6109364e,25792,19773770,3,US>IL>602,1
c0f91230eb3e24,25792,50446818,1,US>MN>613,1
8b60849d845c0f,25792,30712012,1,US>PA>504,1
f727515e87892b,25792,49951392,1,US>OH>535,1
c67d64a17ab736,25792,39740046,3,US,1
d0029e3a32def5,25792,43832759,1,US>CA>807,1
eaaf15f0c016c9,25792,42979959,1,US>NC>517,1
fda191f81de1a7,25792,59369062,1,CA>ON,1
ca33fa94dec4bf,25792,24603842,1,US>OH>510,1
9e84d42e1ec7fa,25792,42905427,1,US>GA>524,1
e02248e08d712b,25792,60628178,1,US>FL>530,2
17c6bdd58ebdb4,25792,27682482,2,IN>25,1
92ed683f639dd8,25792,45689051,1,US>VA>511,1
4b14043f2210e5,25792,45563820,1,SG>00,1
cb1946e849160d,25792,84361082,3,PR>00,1
1c9f6cee86fac9,25792,32967712,3,US>TX>635,1
610d72e6e5c4ce,25792,36969575,1,US>GA>524,1
9f455eb93dab96,25792,34313727,1,US>TX>623,1
e78738a2fef409,25792,30521538,1,US>GA>525,1
bd503e3c4bb797,25792,57466024,1,US>UT>770,1
4851c7e87ddd47,25792,34784326,1,US>IA>637,1
7f5e20f8cbb3d1,25792,41370545,1,US>NY>501,1
91ac8db8c67106,25792,28692083,1,US>VA>511,1
fdbc4f94b0b5be,25792,29490699,2,IN>07,1
84be494fb6b546,25792,39341042,1,US>PA>566,1
6e501cdd5a4eb2,25792,44359810,1,US>MI>551,2
59df7901e959ad,25792,38691474,1,US>MN>611,1
7700bfd420b577,25792,28913023,1,US>FL>561,1
9ad4e945f78d1f,25792,38277347,1,US>NY>555,1
8f0c2ca8e038cb,25792,40095133,1,US>TX>623,1
dbdddc1e79b717,25792,62756823,1,US>GA>524,2
8bda0107274add,25792,32627767,1,US>TN>659,1
b5738ae6709768,25792,54981461,1,US>PA>504,1
f4f2fa48158743,25792,35106849,1,US>MA>506,1
b459bd090447cf,25792,36387568,1,US>WI>676,1
5fa54d94ac31b3,25792,73082921,1,US>NJ>501,1
318d4281de438f,25792,23470121,1,US>NJ>501,1
138d96fb13c41a,25792,71208348,1,US>IL>602,1
7dad6f06f79772,25792,45851893,1,US>TX>623,1
e0c2d19635a448,25792,34943604,1,US>TX>618,2
5745db76432ced,25792,26810731,1,US>MO>616,1
40fa78b6d461f6,25792,51694288,1,US>GA>524,1
7a84021892f1e5,25792,62933227,3,US>GA>524,1
7203f74e11f73c,25792,58842185,1,US>UT>770,1
80f018981c011d,25792,36788756,1,US>MA>506,1
b814bb6792d32e,25792,4764207,1,IN>16,1
91e792f19b0aef,25792,22578323,1,DO,1
ffff2f64359d07,25792,53368613,1,US>ND>724,1
70cc217e7731ee,25792,36670231,3,US>MO>616,1
434f26e0b90cdd,25792,37687998,1,US>IA>679,2
9ab1f63bbb906c,25792,64461470,3,US>CO>751,1
994ee2a8b7bb44,25792,38503319,1,US>AZ>753,1
b6814dca43d337,25792,62175360,1,US>GA>507,1
9ff34037c5c26d,25792,60773501,1,US>MO>616,1
7ed249d0380118,25792,32448164,1,US>NC>560,1
a745188bc65c44,25792,65042339,1,US>CA>807,1
4e9afd0380c7dd,25792,80070849,1,US>MO>609,1
efd65e3f300b32,25792,83322967,1,PH,2
7be0f8fa558159,25792,6990338,1,FR>A8,1
16a708bbaa6d52,25792,60517849,1,US>WA>819,1
dbd68d8662e274,25792,84452617,3,US>TX>623,2
cc42696c64035a,25792,64418573,1,US>NY>514,1
82f951595119af,25792,52847798,1,US>IL>602,1
ef711ae361fef4,25792,18578508,1,US>MN>613,2
3724bc170c139f,25792,35644276,1,US>PA>566,1
1a43cc8242b072,25792,36082217,1,US>MN>613,1
be9198db796828,25792,45499472,1,US>WA>819,1
1ace608d1cfaac,25792,25238132,3,PE>15,1
dce52e34c1eb8f,25792,56539865,3,SG>00,1
914a7e32e59e62,25792,56527443,1,US>KS>603,1
3464cf79cae4df,25792,52647165,1,US>CA>803,2
49ab645d434d02,25792,68780187,1,US>VA>511,1
ce88d9440edb08,25792,48416034,1,US>VA>511,1
14011886e70173,25792,36471893,3,US>CA>807,1
8759ea4d0e2d47,25792,63090964,1,US>PA>566,1
55d08ba9fc1710,25792,29894503,1,US>MA>521,1
ef98ce882742e7,25792,61965662,3,US>PA>504,2
3ed7061e607f5d,25792,50489003,1,US>PA>504,1
ac618db229b8e5,25792,38168527,1,US>AZ>753,1
dc6359816cfa04,25792,38216511,1,US>CO>751,1
1290ba9c02e7c8,25792,48475538,1,US>FL>539,1
bb3158dffaf869,25792,38606225,1,US>NC>550,1
cdf9c436e61530,25792,37272823,1,US>NJ>501,1
24d43388a16de1,25792,28931418,1,US>NY>501,1
6998d8b411d029,25792,21287890,3,US>FL>528,1
2ce605f204b13a,25792,39961324,1,US>NJ>501,1
af440a16be9d47,25792,41567109,3,US>AZ>753,1
21014235dc7b8b,25792,33756719,1,US>NC>544,2
73ba144c59dff4,25792,37261117,1,US>MI>505,1
6e85b510c0dda4,25792,326737,1,US>MO>609,1
c11512bcaa03c9,25792,49779090,3,US>FL>534,1
2d4489cc208154,25792,70370175,1,US>TX,1
40da5d7470379e,25792,61594721,3,US>KY>515,1
2842ef2c87a9c0,25792,70883827,1,US>IL>602,2
1a2966cac39d75,25792,57777310,1,AU>02,1
6f90c6b1146e59,25792,37755452,3,US>VA>511,1
1a9ba4336c79b8,25792,49060857,1,US>TX>618,1
a8fb7b156c21a8,25792,67763432,2,US>PA>504,1
4d6aed4cdf3717,25792,28231870,1,US>TN>640,1
2a1341ad34f3e5,25792,80573252,1,US>MD>511,1
e657592e60b846,25792,75812226,1,US>AK>743,1
e60049b9b31aa8,25792,46768823,1,GR>38,1
77b0553d29a78e,25792,60893313,1,US>CO>751,1
1f54368c717f98,25792,54992314,1,US>IL>602,1
d953e2a8165e8e,25792,39421418,1,US>NC>560,1
1dcdd5df232337,25792,79543801,3,US>TX>635,1
1beb16b8485afb,25792,81355547,1,US>OH>535,1
c3b6a155ba7468,25792,32596654,1,US>IA>679,1
3fea3da3937f22,25792,55925163,1,US>NM>790,1
6bb4484724d3d5,25792,55282003,1,US>TN>557,2
4e2c59b53e8681,25792,64956368,1,US>OR>820,1
38f40b97aee0fa,25792,41337829,1,US>NC>560,1
c3c456d9252669,25792,49410502,1,US>MD>511,1
934cdff9ea643f,25792,30099731,1,US>AR>693,1
ee84836d96867a,25792,49158321,1,US>NH>506,2
ddd226dc20a138,25792,32479170,1,US>CA>803,1
23a5032b07406b,25792,38874197,1,IN>16,1
33eecf6757131f,25792,34609110,1,KR>11,1
8add8330805684,25792,34512883,1,US>MS>718,1
e95e854e52e42a,25792,53192537,1,US>PA>504,2
99ac6b55b984fe,25792,194469,1,US>AZ>789,1
7ffa9bd7fb7cef,25792,40203013,1,US>NY>538,1
949890cea1074b,25792,35682367,1,US>TX>618,1
bca889c9926269,25792,58711887,1,US>NJ>504,1
2e3e6920da56be,25792,36028279,3,US>FL>534,1
81a8c9186de3a1,25792,24906544,1,US>FL>534,1
9ee4a441ecb5e9,25792,58029464,1,US>WA>819,1
469aacc494fc19,25792,53220339,1,US>SC>570,1
3c4d4c5326eebe,25792,28441887,3,US>FL>539,1
ab084234083ad5,25792,47559523,1,US>OR>801,1
ac05eb0ead4ebb,25792,38299744,1,US>IN>509,1
c3b847a19c713f,25792,52743278,3,US>TX>623,1
a59822ebbbe234,25792,33305729,1,US>IN>602,2
69a351c437231e,25792,45943933,1,US>CA>862,1
52da9134c7d33b,25792,12700873,1,US>CA>807,1
7a0005af8de9d5,25792,42897767,1,US>IN>588,1
38e4eaf355b722,25792,25050972,1,US>MN>613,1
d51e3bb58b64bf,25792,69650787,1,US>OH>535,1
8df45201c77cd2,25792,57719818,1,US>TN>640,1
b936921675f826,25792,64782274,1,US>IL>602,1
797ba812ba9762,25792,52100403,1,US>CA>800,1
1c38a094d40917,25792,3839793,1,US>AP,1
adc523680455f9,25792,70111416,1,US>MI>505,1
5a667c51048e0d,25792,52161620,1,US>IA>624,1
3f94adef067f8e,25792,38400293,1,NL>11,1
2a66c235648bee,25792,4325000,1,NL>11,1
4d02fc18685ef4,25792,51076749,1,US>MN>613,1
ce28e359d0c214,25792,34729185,1,US>NM>790,1
89d0aa8dd6087a,25792,26052096,3,US>FL>548,1
bc44b903df69df,25792,46375243,1,US>OK>650,1
87eea2b12af55a,25792,39853865,1,US>NY>501,1
70770a74ec264c,25792,28304674,1,US>FL>548,1
fd98a54ff01961,25792,44945796,1,US>AZ>753,1
77a4a744a73920,25792,47343417,1,US>MN>613,1
d0130f7a27577c,25792,64028286,1,US>OK>627,2
aacc4a81fdc51a,25792,57901864,1,US>CA>803,2
5f33f65eb0dac6,25792,43680160,1,US>ME>537,2
1b93bec9b6e075,25792,44622284,1,US>CA>825,1
56754c2c4f6549,25792,36640383,1,US>WA>819,1
bb83a2802413ff,25792,61816013,1,US>WA>819,1
8f82ce4a45df35,25792,53146093,1,RO>10,1
a05ed07d6c00e2,25792,34545249,1,AU>08,1
a117fc9d9c2a43,25792,37737414,1,US>TX>618,1
b0265415f08395,25792,69849400,1,US>NY>501,1
e08412653cd7d8,25792,49877001,1,IT>05,1
a2769f112f2ded,25792,26896952,3,FX>00,1
b95dcbc5ba14b7,25792,68451809,1,US>AL>686,1
2bf404f643e58d,25792,40289608,1,US>MO>609,1
9f79932da20bba,25792,56191476,1,US>OH>515,2
e3a5437afeee26,25792,39094154,1,US>NY>501,1
d204a42dbc19ac,25792,79534301,1,US>CA>803,1
9900d0aeb1a9aa,25792,46305354,1,US>MN>613,1
d46139aaee169d,25792,33412504,1,US>TX>618,1
6b2f7951537bbd,25792,34213998,1,US>CA>800,1
5fd75a5bf2b645,25792,42666844,1,US>NY>501,1
f6073265b808a1,25792,38027254,1,US>MI>505,1
d26fd5c18f473a,25792,41767287,1,US>FL>561,2
2e710cf8822f81,25792,50382190,1,US>TX>623,1
b64386fd2f9760,25792,6465986,1,US>MA>506,1
d9d4afb3496016,25792,59560896,1,NL>11,1
b63ce9cb6d92b7,25792,37192213,1,US>CO>751,1
f1901531e2a7ba,25792,42002848,1,US>AZ>753,1
fd18226f688467,25792,52238690,1,US>NM>790,1
8686461b3b06a0,25792,35751561,1,US>NJ>501,1
4eba0bf7557fc3,25792,63523562,1,US>WA>881,1
e6a0bca5fc2bd4,25792,35289376,1,US>OH>510,1
bc858f5e5d1095,25792,29835163,1,US>TX>618,1
9c0006c0d60a55,25792,46064011,1,US>VA>556,1
f36e18268af436,25792,44810472,1,EC>18,1
10e541988cc8e9,25792,55083993,1,US>CA>807,1
e6b151a2118219,25792,43002902,1,PR>00,1
f45838b61adf75,25792,37849723,1,US>MI>505,1
e0d45210b08c88,25792,45212792,1,MX>09,1
402cf3e2a04620,25792,28635377,1,US>VA>544,1
672505f0145791,25792,52415877,1,IT>10,1
c9bf9bc8c43e01,25792,49526324,1,US>NY>501,1
8b09fe56f65791,25792,34648659,1,US>PA>504,1
d1529ea1c6f446,25792,38707195,3,US>NH>523,2
b1603f1a33f0f7,25792,25183237,1,US>CT>533,1
ff93032b858525,25792,37527444,1,US>TX>709,1
d34025373c1869,25792,58499924,1,US>FL>528,1
226267fed2d383,25792,70318993,1,US>TX>618,1
8d494d2fd67423,25792,41048921,1,US>AL>691,1
f28d2afdb5d415,25792,26780360,1,US>PA>508,2
cf778701d7a919,25792,39338582,1,US>NC>518,1
f2b961ebb6028d,25792,31708557,1,US>WI>702,1
710677107faa1e,25792,58483478,1,US>MD>511,1
bb3a3b7eb276a6,25792,47770413,1,MX>19,1
1b56980de3db94,25792,50593266,1,US>IL>602,1
d8b5dde2f00903,25792,36152772,1,US>VA>511,1
98b0973ab83dcd,25792,10392825,1,IL,1
90fd8c4f5d3ab9,25792,35045858,1,US>NY>501,1
7f696719ea9daf,25792,56747916,1,US>SC>507,1
a449cc33ad0b16,25792,34631444,1,US>NY>501,1
e505023e56244e,25792,57844225,1,US>MI>563,2
b9c051bb662d52,25792,35380104,1,US>IA>679,1
9a5cbd5ae449d5,25792,2542991,1,US>CA>862,1
8651e346a426de,25792,1963164,1,US>WA>819,1
b78515918d6b7d,25792,37395914,1,IL>05,1
e445cb7e78dd85,25792,40026565,3,US>PA>566,1
b8fad66d6cafdf,25792,60763195,1,US>CO>751,2
d50f9d95436821,25792,56371885,1,US>GA>524,1
972f69ce4f112d,25792,78198422,3,US>IN>527,1
1d570df23acd74,25792,27607953,1,CA>QC,1
2e804cf83f73e7,25792,3264733,1,IN>02,1
a555f310abcebb,25792,40482276,3,US>AR>612,1
d960995bc4ca3a,25792,46701778,1,US>MI>505,1
ccfb20a3fa47ed,25792,59756516,3,US>FL>528,1
663e976b4d680b,25792,29325817,3,GR>45,1
50c6b884ffd158,25792,33329547,1,US>IL>602,1
64ea726c26f059,25792,62475001,1,US>OH>510,1
126d885e66a324,25792,47436323,3,US>AL>630,1
c328a82548b0b9,25792,28631313,3,US>MI>588,2
334dd4528189c0,25792,37623671,1,US>CA>803,1
b1a7009b4d4cf1,25792,48611766,3,US>MA>506,1
46b0d8f7d58610,25792,32180692,1,CA>ON,1
d8ac96bd2bc3df,25792,43128844,1,US>NJ>501,1
4c05a58a7db542,25792,49107970,1,US>IL>648,1
96187f94091ada,25792,42617381,1,KY>00,1
c1c76577bf4a39,25792,61021976,3,US>PA>504,2
bdbe1323992117,25792,23057095,3,AU>07,1
aa9ed96780fe30,25792,60426809,1,US>NY>501,1
6d277f34bc2f6d,25792,39863195,1,US>IL>602,1
3982a8789e3c12,25792,23678028,1,US>TX>618,1
878cdd525c2e85,25792,25919392,1,US>NH>506,1
6fe518a02a7a18,25792,36103152,1,US>IN>602,2
de0b6232deb09e,25792,45918214,1,US>CA>803,1
dd8a98f6eed8ca,25792,47092901,1,US>MN>613,1
779245d9fa2fbd,25792,75976492,1,US>GA>524,1
4ad6823e9540fa,25792,26327529,1,US>MA>506,1
70e81117acfa1e,25792,35496737,3,US>LA>644,1
8d774e952d4b9d,25792,51083641,1,US>MO>616,1
4a05aa593a8fdc,25792,25032716,1,CA>QC,1
7f7b3948b34348,25792,34793738,1,US>PA>504,2
bd89231bec8e66,25792,36681847,1,SG>00,1
73eb2351c5ace0,25792,66572089,1,US>AZ>753,1
180bb97cbd01b2,25792,64078134,1,US>NH>506,1
da2cf3d9d98b93,25792,54424610,1,US>WA>819,1
e6dcbb708107e1,25792,34413720,1,US>ND>687,2
cc1c5fc663b6a0,25792,70354874,3,US>GA>524,2
e7435f7d67341e,25792,63905191,1,US>CA>803,2
f3c09ee9bfae37,25792,55502778,1,US>CO>751,1
503f89b6d8f727,25792,59730105,1,US>OH>515,1
bc03597d8b4a24,25792,29584753,1,US>VA>573,1
8dd478d5908511,25792,39802341,1,US>WA>819,1
e06a931364a566,25792,47950167,1,US>NY>501,1
b2c368a6e0701a,25792,55281530,1,US>AL>686,1
2b80bbce4d54cd,25792,24754218,1,US>MA>506,1
e4a6b6363f389b,25792,63698825,1,US>CT>533,1
6ea14e4975da28,25792,24768410,1,US>GA>520,1
80a728a50ae17b,25792,59204042,1,US>OH>510,1
49461f8b76e0c3,25792,70412025,1,NZ>G2,1
17c427f783afc9,25792,41154604,1,US>MI>505,1
3b22d523a1517c,25792,16642273,1,US>NE>722,1
152a361f613e86,25792,49520174,1,US>MN>613,1
b5ea19b66a1a4d,25792,33603750,1,US>FL>539,1
2e5ec02b1cef08,25792,66722800,1,US>FL>534,2
2c02bc24500f4e,25792,35649393,1,US>MA>506,1
6a9438924c362c,25792,53790079,1,US>TX>618,1
7a453ec80939b4,25792,33758691,1,US>PA>504,1
fd71a2a35e3e51,25792,67222859,3,CA>AB,1
42738adc562c20,25792,46010905,1,US>TX>623,2
756900732359ad,25792,41741218,1,US>TX>635,2
41d4b6da2bc4da,25792,35983039,1,US>CA>807,1
bfd2a5bdc53463,25792,39150629,1,US>TN>639,1
34e4cd03816386,25792,59230800,1,US>MT>766,1
a662c8852c2765,25792,65246002,1,US>VA>511,1
109e87df1666b2,25792,78353970,3,US>MA>521,2
513af03848a944,25792,33246356,1,US,1
d4ff2d321d68c4,25792,60902481,1,US>NY>555,1
99cb8eae450d37,25792,34762771,1,US>MD>511,1
eb54706652e6be,25792,27037922,1,US>VT>523,1
5cc3d0cbf6f7f9,25792,45749509,1,US,1
bb921bb04e350b,25792,31047507,3,US>FL>539,2
3ec467fae3d479,25792,32006494,1,US>NY>501,1
f83b50ebd653de,25792,40249043,1,US>NV>839,2
16bffb1356591c,25792,40823473,1,US>CA>807,1
69160a12efb30d,25792,27392845,1,US>LA>643,1
50e1ab744021f2,25792,45098470,3,US>KY>529,1
3f839be8ae3eda,25792,42911848,1,US>MA>506,1
9dbe96cff050cb,25792,40338359,1,US>NJ>501,2
8a446c9ebc9e5a,25792,46335720,1,US>KS>678,2
55319930e2bae8,25792,472427,3,US>CO>751,1
f59b0274698937,25792,27883366,1,US>OH>510,1
d87b0e7f6ffbf3,25792,39355601,1,US>AZ>753,2
1a296ac23b0081,25792,42054433,1,EE>01,1
54f5069dd39b72,25792,48545647,1,US>NJ>501,1
d950ef0b7932d2,25792,71539092,1,US>IL>602,1
1d122651a1ec84,25792,32002147,3,US>CA>825,1
d92945cc983491,25792,60404273,1,US>OK>671,1
93072ca6727a5e,25792,39447716,1,US>IL>602,1
b0c35588bedd0b,25792,54291041,1,US>NY>501,2
446444b19bdc1b,25792,64651008,1,CA>ON,1
7a3b80cc905955,25792,49894423,1,US>UT>770,1
203ec4175c0b6a,25792,46759360,1,US,1
f6f3370cbc7c06,25792,44611967,1,US>TX>618,2
cf4c88b1f6f351,25792,69330379,3,US>CA>862,1
7519d35515c9ae,25792,45038837,1,US>FL>539,1
925786f6f125e8,25792,71242751,3,US>TX>662,1
c9735362b93cc3,25792,52034822,1,US>NE>652,1
9a47847fa8b254,25792,65129343,1,US>FL>548,2
3629cbf2a000ea,25792,23963165,3,US>PA>508,1
217244f645bdca,25792,38947029,3,US>OH>515,2
cb4c21acc5c547,25792,45274599,1,US>FL>539,1
85299f435c2f4e,25792,60867153,1,US>NM>765,1
a20252ce73df47,25792,34751160,1,US>CA>803,1
82be17cbaa1693,25792,1694694,1,PK>08,1
38ccb66f85d04a,25792,46610798,1,US>NC>518,1
34bb26ea1ad2a0,25792,57631063,1,US>NM>790,1
8d79386abb7a26,25792,25729574,1,US>WA>819,1
99e9dfa31e96f8,25792,47707651,1,US>GA>507,1
4c0e1b2738b895,25792,71760708,1,US>WI>669,1
38a55c6eb68967,25792,39643474,1,US>TX>635,1
1af013121827c6,25792,39252048,1,US>IL>602,1
b11ac6f80ebe9c,25792,43213791,1,US>CO>751,1
b422d0af51c6e2,25792,77529003,3,US>OH>515,1
1cc5108247550b,25792,84811755,1,US>OR>820,1
665732cc3fac49,25792,25628855,1,CA>QC,1
2dc46a778982d7,25792,47521217,1,US>GA>524,1
e9b553b6c523ed,25792,32513433,1,US>IA>637,1
b040d5c9d41099,25792,33558545,1,US>CA>803,1
28c87cc364f340,25792,34979690,1,US>MA>506,1
64cf0efa9e3e92,25792,63456858,3,US>NY>501,1
85153ac77ad4f3,25792,42249334,1,US>CA>807,1
2910a0107fd3c0,25792,65702821,1,JP>34,1
32cdc718b62668,25792,44754213,1,US>WA>819,1
a9b822e57dcd1a,25792,51002977,1,US>IL>602,1
2e92f1a15405da,25792,57511445,1,US>CA>803,1
742a41248320b4,25792,50958938,1,US>AR>670,1
d38da89667c9e4,25792,30832392,1,US>GA,1
327f4ae6bf2468,25792,46206668,1,US>MN>613,1
41868856fbd5dd,25792,41736270,1,US>CA>828,2
9bb252341b1aed,25792,37439857,1,US>MI>563,1
d85612f1512889,25792,84180023,1,US>NY>501,2
6ec97f4b92a078,25792,35501086,1,US>MD>511,1
26183ce394c1ea,25792,64723169,1,US>CA>803,1
19e796e7050261,25792,37226906,1,CA>ON,1
30f945e93bacf0,25792,49577303,1,US>MI>513,1
e77e982ee6fccd,25792,31108788,3,US>NH>506,1
121074ea5d9618,25792,41970290,3,US,1
dd6ccc927426f8,25792,73433789,1,US>FL>548,1
ee772bf70e5a3f,25792,48375166,3,US>TX>618,1
31394735fb1555,25792,51016777,1,US>CA>803,1
f514f88f2f4bc7,25792,35153061,1,CA>ON,1
6366889eea8f7b,25792,50683498,3,US>MA>506,2
8d5f9163a4d939,25792,67847339,1,US>FL>528,1
8a84bc0940cc7b,25792,37233743,1,AU>08,1
9c155565cf61eb,25792,18055719,1,US>AR>670,1
5ffcb4aaae9f12,25792,51204644,1,US>CA>807,1
174c5195c3a3b0,25792,37766507,1,US>GA,1
db0dc986d3b6f4,25792,42906546,1,US>AR>670,1
1a63ff90842e70,25792,41821060,1,US>IL>602,1
374cbee805945b,25792,63215300,3,US>KY>541,1
eb013ce2671af8,25792,46950390,1,US>MO>609,1
1be91d1ba11ee7,25792,48093845,3,US>MI>505,2
a8865ab83a3d18,25792,47124276,1,US>VA>544,1
1a3ce1ede2e65e,25792,39575166,1,US>MA>506,1
f641461597bc6a,25792,76710296,3,US>IL>602,1
89bcac7cae3d1d,25792,52900467,1,MK>41,1
6eb8eb35ff1371,25792,38787472,1,US>OK>650,1
5c9177051fcaa8,25792,21212219,3,US>MD>512,1
d3b9f2d30a4628,25792,32034923,3,US>MO>609,1
8a8a6657a458f5,25792,32641540,1,US>ID>760,1
add5de820d8fe5,25792,46410779,1,US>ND>687,1
b4d0c871d02817,25792,27725874,1,CA>NB,2
a0e2be73d32af8,25792,60309468,1,RU>66,1
7cd5cfbca04eb3,25792,55833663,1,US>NY>501,1
e1edd8f0ffc484,25792,60053639,1,US>MA>506,1
467069b2412f95,25792,34982411,1,US>KS>616,1
67b937b5d636fe,25792,44117484,1,US,1
e54871bdcc753d,25792,23445507,1,US>NY>501,1
4e6103e8493f46,25792,39003311,1,US>IL>609,1
f696a2ffe7e036,25792,38760783,1,US>CA>803,1
bfe7da1ed93028,25792,22102778,1,US>VA>511,1
7ad7580d3eeb18,25792,41697902,1,US>MA>506,1
7cbac8363a2dee,25792,64298568,3,US>RI>521,1
a552f552cece77,25792,64390835,3,AU>08,2
1aff1d12e71b0b,25792,57185314,1,US>FL>539,1
7ff1ef295a1cf1,25792,33016414,1,US>TX>651,1
8e712a62cc9aa9,25792,39327627,1,US>OK>657,2
ae59813a855a0e,25792,79342781,1,US>MI>551,1
652d79b67ba8b0,25792,34317653,1,US>NC>517,2
7ce694df0f205a,25792,40617769,3,US>NV>839,1
973ebc57e817cf,25792,35507745,1,US>WI>617,2
1f55f2b351c265,25792,54512896,1,US>DC>511,1
36494e9b4ce403,25792,39909311,3,SE,2
466e2124df2ec8,25792,61473764,1,US>FL>561,1
5f34316f9b73fe,25792,38728673,1,US>TX>641,1
592b3b7bb760c5,25792,53918543,1,US>TX>623,1
535dc608b32c3a,25792,37407324,1,US>CT>501,1
ee9cb365993060,25792,2818801,3,US>CA>828,2
46f7dc9f98b609,25792,2816602,1,US>AR>670,1
aabb5b3e418504,25792,39848121,1,US>CA>807,2
f22eb02298e260,25792,34218318,1,US>RI>521,1
bfd29922132d73,25792,74723311,1,US>NC>560,1
eeb76c76725928,25792,32219311,3,AU>02,2
22809388f66def,25792,46105446,1,DK>21,3
6553c6447ed793,25792,33810493,1,CA>BC,1
3a0fefc3b7a78d,25792,28632635,2,US>CO>773,1
59cc61f3888807,25792,34368012,1,TH>40,1
cfe986a17b1423,25792,46572464,1,US>TX>623,1
1271c57b49763f,25792,37657974,1,US>NY>501,1
eb2696aa374187,25792,53452849,1,US>NY>501,1
84d8b5d2f5cc67,25792,10994745,1,HK>00,1
df111bf0aac191,25792,56699656,3,US>NY>501,1
318c474d6007ae,25792,71279345,1,US>MT>755,1
e38aad452d9ab7,25792,33978705,1,US>WA>819,1
f0330e58c86de4,25792,54621090,1,US>PA>504,1
767b17bfe6bea8,25792,84049419,1,SR>16,1
3a6d69e2684e92,25792,62887214,1,US>NJ>501,1
b7f33178e6d60d,25792,31687298,1,US>LA>622,1
af656eaac7ec91,25792,35829365,1,US>DC>511,1
83a3c6be5f2ac5,25792,34300110,1,US>NY>501,1
7f0c8b4af72539,25792,55281849,1,US>MN>613,1
