display_id,ad_id,clicked
1286,225454,0
1287,80483,0
1287,145293,0
1287,300898,1
1288,173400,0
1288,198136,1
1288,212106,0
1288,285989,0
1289,173393,0
1289,198149,0
1289,212163,0
1289,225442,1
1290,39667,0
1290,330981,1
1291,5124,0
1291,10344,1
1291,46128,0
1291,88736,0
1291,157391,0
1291,254585,0
1292,31292,0
1292,43989,0
1292,140915,0
1292,159405,1
1293,39879,0
1293,62904,0
1293,93871,1
1293,135015,0
1293,141416,0
1293,180800,0
1294,33281,0
1294,129366,1
1294,141421,0
1294,186004,0
1295,18049,0
1295,69988,0
1295,71807,0
1295,179956,0
1295,191895,1
1295,203607,0
1295,315462,0
1295,328479,0
1296,80481,0
1296,124173,0
1296,181224,1
1296,195261,0
1297,50302,0
1297,58579,0
1297,68305,0
1297,150083,0
1297,187004,0
1297,190062,0
1297,195273,1
1297,211592,0
1297,328479,0
1298,29817,1
1298,111036,0
1298,173388,0
1298,190377,0
1299,41760,1
1299,82228,0
1299,103715,0
1299,137124,0
1300,51955,1
1300,95103,0
1300,138608,0
1300,145932,0
1300,173083,0
1300,188280,0
1301,61173,1
1301,138353,0
1301,149541,0
1301,162417,0
1301,173005,0
1301,288380,0
1302,55880,1
1302,140423,0
1302,196712,0
1302,215848,0
1302,300898,0
1303,92759,1
1303,129491,0
1303,202812,0
1303,322537,0
1304,9620,0
1304,68289,1
1304,89726,0
1304,181548,0
1305,233527,0
1305,288356,1
1306,89323,0
1306,114433,0
1306,167630,0
1306,303990,1
1307,16306,0
1307,65118,0
1307,111059,1
1307,193552,0
1308,170752,1
1308,279731,0
1309,70135,0
1309,154251,0
1309,189226,1
1309,200999,0
1310,91756,0
1310,149541,0
1310,166809,1
1310,288402,0
1311,95103,0
1311,150057,0
1311,179034,1
1311,180807,0
1312,52838,1
1312,137857,0
1312,163749,0
1313,167632,0
1313,184615,0
1313,220315,1
1313,230766,0
1314,31973,1
1314,70155,0
1314,111640,0
1314,133271,0
1315,93324,1
1315,294434,0
1315,335632,0
1316,198163,0
1316,202849,0
1316,212155,0
1316,225437,0
1316,293509,1
1317,60436,0
1317,100855,0
1317,132019,0
1317,152909,0
1317,163139,0
1317,176585,0
1317,246014,0
1317,326725,1
1318,68782,1
1318,122737,0
1318,187797,0
1318,201778,0
1319,80645,0
1319,137758,1
1319,211592,0
1319,288388,0
1320,14120,0
1320,125948,0
1320,131316,0
1320,154113,0
1320,158642,1
1320,269017,0
1321,67304,0
1321,175234,0
1321,180923,0
1321,229485,1
1322,54153,0
1322,127712,0
1322,137858,0
1322,162372,0
1322,199427,1
1322,285722,0
1323,48187,0
1323,70552,1
1323,105767,0
1324,29284,0
1324,50861,0
1324,78297,0
1324,89726,0
1324,138533,0
1324,151682,1
1325,96199,1
1325,116148,0
1325,145293,0
1325,174547,0
1325,187797,0
1325,202812,0
1326,158633,0
1326,182039,1
1327,59628,0
1327,95103,0
1327,114834,0
1327,153427,0
1327,155232,1
1327,183836,0
1328,8846,0
1328,18049,0
1328,139788,1
1328,149541,0
1328,173005,0
1328,232213,0
1328,239895,0
1328,284477,0
1328,288399,0
1329,153784,0
1329,168522,1
1330,49954,0
1330,128387,0
1330,153193,0
1330,154967,0
1330,263041,0
1330,284503,1
1331,2804,0
1331,82786,1
1331,111018,0
1331,308567,0
1332,252058,1
1332,281605,0
1333,29283,0
1333,59605,0
1333,78301,0
1333,99542,1
1333,155807,0
1333,191022,0
1334,22111,0
1334,48185,1
1334,59605,0
1334,80484,0
1334,87029,0
1334,161995,0
1335,116165,0
1335,120162,1
1335,142607,0
1335,155559,0
1336,32529,0
1336,108194,0
1336,131604,1
1336,288402,0
1337,227976,0
1337,235450,0
1337,331398,0
1337,335486,1
1338,80486,0
1338,116148,0
1338,173384,0
1338,177567,1
1338,186680,0
1338,201778,0
1339,47209,0
1339,83658,0
1339,141013,0
1339,155600,1
1339,288396,0
1340,50003,0
1340,150656,0
1340,175413,1
1340,263717,0
1341,195957,1
1341,198022,0
1342,112585,0
1342,255777,0
1342,263003,0
1342,296419,0
1342,324193,1
1342,328479,0
1343,42163,0
1343,116261,0
1343,220876,1
1344,55518,0
1344,61159,0
1344,81657,0
1344,150656,0
1344,188894,0
1344,288391,0
1344,328479,0
1344,332908,1
1345,180682,0
1345,252931,0
1345,284477,0
1345,296449,1
1345,332908,0
1346,65926,0
1346,182130,1
1346,237442,0
1346,331398,0
1347,4584,0
1347,48186,1
1347,200978,0
1348,16967,0
1348,18049,0
1348,121897,0
1348,123513,0
1348,123542,0
1348,135960,0
1348,149539,0
1348,166582,0
1348,195273,1
1348,288388,0
1349,28729,0
1349,51354,1
1349,65514,0
1349,133050,0
1349,150083,0
1349,173388,0
1350,103756,0
1350,175263,1
1350,175271,0
1350,175274,0
1351,83663,0
1351,200362,1
1351,250084,0
1352,12422,0
1352,49823,0
1352,152536,0
1352,158929,0
1352,195763,1
1352,304154,0
1353,67345,1
1353,153413,0
1353,180923,0
1354,57878,0
1354,133753,1
1354,139563,0
1354,150534,0
1354,288356,0
1354,331634,0
1355,37096,0
1355,45178,0
1355,149541,1
1355,208186,0
1356,95725,0
1356,139944,1
1356,159664,0
1356,268548,0
1357,92759,0
1357,112851,1
1357,133706,0
1357,140424,0
1357,267767,0
1358,66758,0
1358,95103,0
1358,102724,0
1358,129490,1
1358,153417,0
1358,162754,0
1358,171052,0
1358,173005,0
1358,180797,0
1359,20657,0
1359,20915,0
1359,20916,0
1359,21395,0
1359,28649,1
1359,59740,0
1359,98301,0
1359,163600,0
1359,185710,0
1360,67304,0
1360,150862,0
1360,153420,0
1360,153427,0
1360,175234,0
1360,188280,0
1360,202779,0
1360,230300,0
1360,240836,1
1360,280435,0
1361,38762,0
1361,57788,0
1361,138353,0
1361,143176,1
1361,173005,0
1361,285834,0
1362,35316,0
1362,48185,0
1362,65084,0
1362,92760,1
1362,102726,0
1362,141135,0
1362,141436,0
1362,163980,0
1362,204178,0
1362,233991,0
1363,20830,0
1363,33414,1
1363,34802,0
1363,85396,0
1363,92191,0
1363,228959,0
1364,137125,0
1364,151069,1
1364,158632,0
1364,225438,0
1365,86683,1
1365,95155,0
1365,144739,0
1365,150083,0
1365,153427,0
1365,167558,0
1366,153776,0
1366,187797,1
1367,38813,0
1367,55939,0
1367,202779,1
1368,116259,0
1368,117169,0
1368,117305,1
1369,23385,0
1369,30229,0
1369,138533,0
1369,151690,1
1369,191022,0
1369,269017,0
1370,67347,0
1370,141595,0
1370,220703,1
1370,285980,0
1371,9231,1
1371,99016,0
1371,151028,0
1371,161142,0
1371,235535,0
1371,288067,0
1372,41560,0
1372,105766,0
1372,134260,0
1372,137128,0
1372,162416,1
1372,235447,0
1373,55480,0
1373,137299,1
1373,154694,0
1373,161995,0
1373,215844,0
1374,27005,0
1374,37191,1
1374,113396,0
1374,133714,0
1374,152121,0
1374,181888,0
1374,216155,0
1374,220325,0
1375,133684,0
1375,170087,0
1375,179956,0
1375,209330,0
1375,265795,1
1375,288396,0
1375,298475,0
1375,308610,0
1376,68740,0
1376,81643,0
1376,173551,1
1377,44140,0
1377,91940,0
1377,162965,1
1377,173387,0
1377,212137,0
1377,269017,0
1378,144124,0
1378,153784,1
1379,158271,1
1379,187797,0
1379,212221,0
1379,232272,0
1380,67292,0
1380,148516,1
1380,159664,0
1380,245068,0
1381,59605,0
1381,89503,1
1381,90689,0
1381,111983,0
1381,166549,0
1381,167585,0
1381,182130,0
1381,279992,0
1382,93324,0
1382,96038,1
1382,152194,0
1382,202812,0
1383,43546,1
1383,280228,0
1383,288067,0
1384,93303,0
1384,143304,0
1384,187797,0
1384,330517,1
1385,80485,0
1385,145293,0
1385,174547,0
1385,211047,1
1386,67304,0
1386,138353,0
1386,141009,0
1386,149539,0
1386,324308,1
1387,91332,0
1387,93379,0
1387,231002,1
1387,231158,0
1388,56751,1
1388,153420,0
1389,42006,0
1389,80482,0
1389,116148,0
1389,201777,1
1389,272429,0
1389,304154,0
1390,23690,0
1390,42006,0
1390,80483,0
1390,142578,0
1390,155560,1
1390,262638,0
1391,84937,0
1391,116154,0
1391,128496,0
1391,155559,0
1391,173384,0
1391,187797,1
1392,161995,0
1392,169616,1
1392,187797,0
1392,202812,0
1392,235447,0
1392,269017,0
1393,49948,0
1393,134278,0
1393,154575,0
1393,177182,1
1393,209223,0
1393,230055,0
1393,296295,0
1393,338820,0
1394,39899,0
1394,111318,0
1394,137150,0
1394,310868,1
1395,47942,0
1395,61873,0
1395,92353,1
1395,129491,0
1396,42796,1
1396,67292,0
1396,117178,0
1396,159036,0
1397,50302,0
1397,141532,0
1397,162417,0
1397,198055,0
1397,247940,1
1397,285834,0
1397,298407,0
1397,329246,0
1398,45147,0
1398,124466,0
1398,141898,0
1398,154964,0
1398,182328,1
1398,194335,0
1399,124594,0
1399,193909,0
1399,195294,0
1399,200041,0
1399,267581,1
1399,303990,0
1400,94854,1
1400,103149,0
1400,299748,0
1401,38729,0
1401,92191,0
1401,104911,0
1401,150862,0
1401,153427,0
1401,156073,1
1402,81655,0
1402,124586,1
1402,124591,0
1402,163631,0
1402,168872,0
1402,168874,0
1403,63884,0
1403,86281,0
1403,142607,1
1403,153844,0
1403,158344,0
1403,223937,0
1404,181905,1
1404,187290,0
1404,228959,0
1405,22085,0
1405,99016,1
1405,281284,0
1406,88761,0
1406,114835,0
1406,116123,0
1406,141001,0
1406,199237,1
1406,257743,0
1407,78007,0
1407,173393,1
1407,173400,0
1407,236091,0
1407,321418,0
1408,73753,0
1408,166809,0
1408,180923,0
1408,195273,0
1408,203607,1
1408,240837,0
1409,7247,0
1409,8388,0
1409,23128,1
1409,67315,0
1409,75241,0
1409,143167,0
1409,187283,0
1409,227367,0
1409,306630,0
1410,15574,0
1410,29817,0
1410,55518,1
1410,59628,0
1410,75241,0
1410,77720,0
1410,97834,0
1410,308832,0
1411,18049,0
1411,50302,0
1411,149541,0
1411,309730,0
1411,323012,0
1411,328479,1
1412,150981,1
1412,195579,0
1412,276565,0
1412,329242,0
1413,23069,0
1413,137367,0
1413,238431,1
1413,262595,0
1414,145959,0
1414,150057,0
1414,153427,0
1414,182070,0
1414,228959,0
1414,257309,1
1415,29046,1
1415,235449,0
1416,99515,0
1416,169925,0
1416,187983,1
1416,274741,0
1416,285834,0
1416,331646,0
1417,63425,0
1417,91080,0
1417,94304,0
1417,196224,1
1418,26706,1
1418,26975,0
1418,153325,0
1418,166263,0
1418,282576,0
1419,36399,0
1419,54455,0
1419,130875,1
1419,133050,0
1419,278879,0
1419,306758,0
1420,136785,0
1420,145293,0
1420,154254,1
1420,294443,0
1420,304154,0
1420,304157,0
1421,61823,1
1421,68743,0
1421,98307,0
1422,85397,0
1422,129490,0
1422,173130,1
1423,32645,0
1423,107005,0
1423,137863,0
1423,141904,0
1423,273567,1
1423,281253,0
1424,144740,0
1424,235535,0
1424,248026,1
1424,257975,0
1424,268912,0
1424,276904,0
1425,7960,0
1425,128387,1
1425,134057,0
1425,144763,0
1426,92353,0
1426,122279,0
1426,174045,1
1426,174546,0
1426,197556,0
1426,292672,0
1427,51428,1
1427,95814,0
1427,129071,0
1427,167987,0
1428,25145,0
1428,60106,1
1428,134811,0
1429,12340,1
1429,14038,0
1429,82784,0
1429,181146,0
1429,202542,0
1429,288376,0
1430,50302,0
1430,136349,0
1430,149541,0
1430,167350,1
1430,198024,0
1430,198560,0
1430,259370,0
1430,312941,0
1431,11418,0
1431,95661,1
1432,134682,0
1432,199434,1
1432,232281,0
1432,259370,0
1433,8117,0
1433,22552,0
1433,69823,1
1434,68651,0
1434,77843,0
1434,163899,0
1434,167294,0
1434,168363,0
1434,232139,1
1435,15864,0
1435,97178,0
1435,107659,0
1435,144739,1
1435,149541,0
1435,235104,0
1436,38733,1
1436,92372,0
1436,139944,0
1436,154134,0
1437,51910,0
1437,125948,0
1437,132913,1
1437,163614,0
1438,64219,0
1438,65674,0
1438,92113,0
1438,117383,0
1438,153430,0
1438,199430,1
1439,45608,0
1439,147993,0
1439,173400,1
1439,225459,0
1439,333186,0
1440,132780,0
1440,185291,1
1440,188610,0
1440,215692,0
1441,7432,0
1441,93324,0
1441,151926,1
1441,152194,0
1442,28346,0
1442,37884,1
1442,78006,0
1442,111055,0
1442,192149,0
1442,235447,0
1443,3970,0
1443,39386,0
1443,43532,0
1443,101249,1
1443,117836,0
1443,126392,0
1443,133050,0
1443,137676,0
1444,131433,0
1444,171667,1
1444,281443,0
1445,54510,0
1445,149541,1
1445,150057,0
1445,203000,0
1445,240836,0
1445,288356,0
1446,144116,0
1446,169957,1
1446,172432,0
1447,105560,1
1447,122174,0
1447,149597,0
1447,166581,0
1447,226600,0
1447,255585,0
1448,7818,0
1448,77814,0
1448,85396,0
1448,149541,1
1448,188280,0
1448,206309,0
1449,9892,0
1449,24959,0
1449,94846,1
1449,137863,0
1450,116153,1
1450,141596,0
1450,198151,0
1450,225447,0
1451,57787,0
1451,129262,0
1451,144741,0
1451,167205,1
1451,190287,0
1451,203000,0
1452,29281,0
1452,153784,1
1453,59486,0
1453,142690,1
1453,185983,0
1453,328479,0
1454,33001,1
1454,54153,0
1454,133677,0
1454,137858,0
1454,141289,0
1455,30611,0
1455,46160,0
1455,54153,0
1455,156758,0
1455,288385,1
1456,49823,0
1456,55288,0
1456,67628,1
1456,129509,0
1457,35739,0
1457,50861,1
1457,93089,0
1457,131048,0
1457,139675,0
1457,321246,0
1458,8991,1
1458,129659,0
1458,139675,0
1458,225654,0
1459,132913,0
1459,176834,0
1459,206927,1
1460,29817,0
1460,85397,0
1460,111173,0
1460,155232,0
1460,173388,0
1460,179727,1
1460,180923,0
1460,198560,0
1460,226601,0
1461,43845,0
1461,91952,0
1461,110451,0
1461,124422,0
1461,125960,0
1461,137758,1
1462,89351,1
1462,155559,0
1462,158345,0
1462,193672,0
1462,250079,0
1463,110408,1
1463,331001,0
1464,131048,0
1464,170004,0
1464,255779,1
1464,312274,0
1465,88711,0
1465,104999,0
1465,133677,0
1465,180720,0
1465,187175,1
1465,187287,0
1466,39279,0
1466,102724,0
1466,223217,1
1466,228959,0
1466,273567,0
1466,288385,0
1467,68291,1
1467,88954,0
1467,122736,0
1467,268548,0
1468,177071,0
1468,220703,1
1469,91877,0
1469,123093,0
1469,176461,0
1469,233241,0
1469,233525,1
1469,288314,0
1470,99512,0
1470,129600,0
1470,146162,0
1470,157616,0
1470,173005,0
1470,175787,0
1470,233525,1
1470,276173,0
1470,285722,0
1471,42328,0
1471,126860,0
1471,144116,0
1471,234445,1
1472,116148,0
1472,173384,0
1472,229120,1
1473,31412,1
1473,36565,0
1473,52137,0
1474,55825,1
1474,162154,0
1474,162857,0
1474,188060,0
1474,230055,0
1474,250587,0
1475,12564,0
1475,59592,0
1475,67176,0
1475,139771,1
1475,163075,0
1475,182052,0
1475,188280,0
1475,221710,0
1475,327115,0
1476,117305,0
1476,132822,1
1476,139681,0
1476,158291,0
1476,211009,0
1476,257524,0
1476,287685,0
1477,54978,0
1477,56685,0
1477,92190,1
1477,103844,0
1477,182052,0
1477,182067,0
1478,31324,0
1478,107207,0
1478,180965,1
1479,35524,0
1479,41223,0
1479,41429,1
1479,62001,0
1479,68743,0
1479,122701,0
1479,141476,0
1479,152399,0
1480,92759,0
1480,159664,1
1480,166746,0
1480,278453,0
1481,80483,1
1481,173403,0
1481,186677,0
1481,304154,0
1482,151865,0
1482,244556,1
1482,252928,0
1483,34714,0
1483,63337,0
1483,136938,0
1483,185713,0
1483,250164,1
1483,275060,0
1483,278071,0
1483,284704,0
1484,117085,0
1484,225449,1
1485,50302,0
1485,134050,0
1485,212432,0
1485,220703,1
1485,323012,0
1485,329944,0
1485,330477,0
1486,166840,0
1486,212441,0
1486,280041,1
1487,20830,0
1487,45188,0
1487,86683,0
1487,105898,1
1487,138353,0
1487,173006,0
1488,111991,0
1488,163140,1
1488,167987,0
1488,205340,0
1488,321908,0
1488,326731,0
1489,31367,1
1489,75342,0
1489,116144,0
1490,28649,0
1490,44591,0
1490,50496,0
1490,71793,1
1490,134182,0
1490,138832,0
1490,163599,0
1490,185906,0
1491,3422,0
1491,4936,0
1491,112240,0
1491,185907,0
1491,209912,0
1491,333874,1
1492,42245,0
1492,43127,0
1492,43280,0
1492,101181,0
1492,141308,1
1492,146881,0
1492,159053,0
1492,251970,0
1493,153193,1
1493,154113,0
1494,25289,0
1494,64625,0
1494,91681,0
1494,182025,0
1494,262824,1
1494,263223,0
1495,51421,0
1495,170753,1
1495,223934,0
1495,326613,0
1496,17904,1
1496,36842,0
1496,89140,0
1496,94396,0
1496,131428,0
1496,143176,0
1497,111173,0
1497,111199,1
1497,134481,0
1497,160754,0
1497,172432,0
1497,211592,0
1498,59607,0
1498,68289,0
1498,91945,1
1498,99568,0
1498,115620,0
1498,158344,0
1499,126776,0
1499,133641,0
1499,165361,0
1499,254106,1
1499,304155,0
1499,304157,0
1500,17144,0
1500,204868,1
1500,302169,0
1500,304154,0
1501,144337,1
1501,171783,0
1502,83663,0
1502,92759,0
1502,121103,1
1502,129491,0
1503,51880,0
1503,77036,0
1503,89630,0
1503,95127,0
1503,96424,1
1503,121068,0
1503,154570,0
1503,167029,0
1503,289128,0
1504,39773,0
1504,83663,0
1504,92760,0
1504,132207,0
1504,145937,0
1504,167987,0
1504,247063,1
1504,250079,0
1505,70135,0
1505,189226,0
1505,206258,1
1506,78007,0
1506,111054,1
1507,140532,0
1507,152909,0
1507,163139,1
1507,188570,0
1508,78274,0
1508,198161,1
1508,225435,0
1508,285980,0
1509,92759,1
1509,136785,0
1509,241057,0
1509,329774,0
1510,194929,0
1510,211006,0
1510,331638,1
1511,51426,0
1511,96199,1
1511,173392,0
1511,278727,0
1512,147993,0
1512,198146,0
1512,202825,0
1512,225438,0
1512,225450,1
1513,49770,0
1513,121120,0
1513,121831,0
1513,213828,1
1514,2405,0
1514,150817,0
1514,190567,1
1514,274766,0
1514,281907,0
1514,288380,0
1515,111059,0
1515,176660,0
1515,203451,1
1515,331398,0
1516,67350,0
1516,93283,0
1516,147993,1
1516,198129,0
1517,133753,1
1517,140485,0
1517,144739,0
1517,187598,0
1517,194929,0
1517,202982,0
1518,97551,0
1518,120208,0
1518,130875,1
1518,137758,0
1518,228566,0
1518,270253,0
1519,12650,0
1519,31367,1
1519,92352,0
1519,131880,0
1519,183846,0
1519,228657,0
1520,38770,0
1520,59304,0
1520,86683,1
1521,39897,1
1521,131315,0
1521,141596,0
1521,145293,0
1522,3834,0
1522,28345,1
1522,121831,0
1522,236188,0
1523,3358,0
1523,8762,0
1523,35144,0
1523,98250,0
1523,179075,0
1523,247283,0
1523,301343,1
1524,90171,0
1524,138872,1
1524,149540,0
1524,153169,0
1524,288356,0
1525,8846,0
1525,45180,0
1525,46293,0
1525,77878,0
1525,78011,0
1525,129470,0
1525,169925,1
1525,255565,0
1525,285724,0
1526,37156,0
1526,76778,0
1526,99568,0
1526,187797,0
1526,250082,0
1526,324776,1
1527,31367,1
1527,128829,0
1527,155598,0
1527,156319,0
1527,182822,0
1527,304157,0
1528,12063,1
1528,173408,0
1528,202812,0
1528,225438,0
1528,225457,0
1529,46100,0
1529,73988,0
1529,104827,0
1529,151028,0
1529,257743,1
1529,281284,0
1530,120204,0
1530,133051,0
1530,172997,0
1530,178918,1
1530,182329,0
1530,294531,0
1531,39372,1
1531,146666,0
1531,174547,0
1531,183852,0
1532,45080,0
1532,98307,0
1532,238431,1
1532,262593,0
1533,41429,0
1533,54132,0
1533,133050,0
1533,137758,1
1533,161839,0
1533,252946,0
1534,35316,0
1534,38618,0
1534,60928,0
1534,83663,0
1534,101747,1
1534,116696,0
1534,128502,0
1534,141135,0
1534,141421,0
1534,241057,0
1535,18922,0
1535,125948,0
1535,170994,1
1535,199939,0
1536,154918,0
1536,204868,0
1536,211049,0
1536,250319,1
1537,55518,0
1537,95103,0
1537,114838,0
1537,122129,0
1537,131837,0
1537,137860,0
1537,156459,0
1537,156824,0
1537,257101,1
1538,23690,0
1538,83253,0
1538,138286,1
1538,231008,0
1538,237443,0
1539,125396,0
1539,229669,1
1540,12423,0
1540,81351,0
1540,122295,0
1540,215872,1
1541,129071,0
1541,134615,0
1541,191025,1
1541,200976,0
1542,48184,0
1542,92760,0
1542,153968,1
1542,154721,0
1542,165427,0
1542,183989,0
1542,204131,0
1542,230212,0
1542,321418,0
1542,335632,0
1543,3784,1
1543,35743,0
1543,50861,0
1543,85792,0
1543,136102,0
1543,235441,0
1544,88230,0
1544,111991,0
1544,163140,1
1544,167987,0
1544,234107,0
1544,326719,0
1545,5124,1
1545,43280,0
1545,50405,0
1545,59486,0
1545,71807,0
1545,75959,0
1545,197122,0
1545,285722,0
1545,306630,0
1546,14120,0
1546,153164,0
1546,200978,0
1546,243265,1
1546,263452,0
1546,263696,0
1546,294293,0
1546,326759,0
1547,51842,0
1547,134227,1
1547,155598,0
1547,200977,0
1548,75342,0
1548,84109,1
1548,93320,0
1548,167388,0
1548,174547,0
1548,348054,0
1549,138353,1
1549,154873,0
1549,171309,0
1549,273567,0
1550,67304,0
1550,138510,0
1550,149447,0
1550,149541,0
1550,182328,0
1550,222029,1
1551,158482,0
1551,232141,1
1551,250081,0
1551,308395,0
1552,153604,1
1552,159312,0
1552,179180,0
1552,255522,0
1553,95103,0
1553,105769,0
1553,123093,0
1553,133641,0
1553,139682,1
1553,154577,0
1553,173006,0
1553,209325,0
1553,332908,0
1554,23288,1
1554,50856,0
1554,125097,0
1554,146881,0
1554,288396,0
1554,296798,0
1555,173392,0
1555,173400,0
1555,180960,1
1555,198129,0
1555,269017,0
1555,308833,0
1556,122279,0
1556,137149,1
1556,167391,0
1556,174547,0
1556,292363,0
1556,292618,0
1557,91945,0
1557,153623,0
1557,160448,1
1557,190390,0
1557,268548,0
1557,309007,0
1558,150560,1
1558,244556,0
1559,73658,0
1559,81657,1
1559,105766,0
1559,111448,0
1560,57180,0
1560,186679,1
1560,267701,0
1560,272427,0
1561,80483,1
1561,187797,0
1561,201778,0
1562,54153,0
1562,88711,0
1562,97664,0
1562,140940,0
1562,173130,1
1562,228959,0
1562,247353,0
1562,292560,0
1563,144698,0
1563,167630,0
1563,235339,0
1563,303272,1
1564,113260,0
1564,168375,0
1564,171309,0
1564,257743,1
1564,276173,0
1564,288079,0
1564,289116,0
1564,323012,0
1565,58935,0
1565,109535,0
1565,252928,1
1566,149541,0
1566,166469,0
1566,246975,0
1566,329241,1
1567,48185,1
1567,116144,0
1567,199934,0
1567,201778,0
1568,10344,1
1568,100862,0
1568,173266,0
1569,47006,1
1569,152684,0
1569,155568,0
1569,155903,0
1569,184289,0
1569,195165,0
1569,204043,0
1569,250080,0
1570,133754,1
1570,207784,0
1571,181261,1
1571,182065,0
1571,182070,0
1572,120162,1
1572,225438,0
1573,42782,1
1573,50496,0
1573,79632,0
1573,87107,0
1573,98328,0
1573,138832,0
1573,141471,0
1573,209912,0
1574,140555,0
1574,163139,1
1574,230760,0
1574,231159,0
1575,41760,1
1575,162413,0
1575,164321,0
1575,215555,0
1576,129357,1
1576,191025,0
1577,68782,1
1577,86281,0
1577,187797,0
1577,201649,0
1578,40044,1
1578,195261,0
1579,15007,0
1579,115622,0
1579,129071,0
1579,162969,1
1579,164321,0
1579,180960,0
1580,81517,0
1580,91332,0
1580,111018,0
1580,144698,1
1581,85396,0
1581,92191,0
1581,96515,0
1581,122174,1
1581,165490,0
1581,167897,0
1581,171664,0
1581,195273,0
1581,284533,0
1582,55537,0
1582,78713,0
1582,118470,0
1582,141009,0
1582,167178,1
1582,167552,0
1582,187283,0
1582,190397,0
1582,279721,0
1582,288385,0
1583,78854,1
1583,147704,0
1583,235450,0
1583,294420,0
1584,7247,1
1584,32385,0
1584,59486,0
1584,138353,0
1584,139682,0
1584,150862,0
1584,174073,0
1584,187290,0
1584,306630,0
1585,92759,1
1585,99542,0
1585,165326,0
1585,184709,0
1585,257479,0
1586,27005,0
1586,113396,0
1586,152121,0
1586,163139,0
1586,181888,1
1586,205657,0
1586,220280,0
1586,234107,0
1587,32491,0
1587,86683,0
1587,92191,0
1587,105898,1
1587,138353,0
1587,173005,0
1588,83251,1
1588,158345,0
1588,201649,0
1589,41719,0
1589,132858,0
1589,148135,0
1589,169925,1
1589,274766,0
1589,285834,0
1590,153784,1
1590,154116,0
1590,237442,0
1590,309874,0
1591,149597,1
1591,180923,0
1592,112286,0
1592,153204,0
1592,170916,1
1592,306961,0
1593,29817,0
1593,31654,0
1593,179727,1
1593,324193,0
1593,332908,0
1594,10628,0
1594,13720,0
1594,166700,0
1594,209912,0
1594,221720,1
1594,326308,0
1595,91945,0
1595,144088,0
1595,170111,0
1595,269568,0
1595,329627,1
1596,43257,0
1596,112201,1
1596,177068,0
1596,220703,0
1597,61514,0
1597,64767,0
1597,70818,0
1597,149449,0
1597,180824,0
1597,257524,1
1598,89726,0
1598,134260,1
1598,137128,0
1598,167387,0
1598,199934,0
1598,268548,0
1599,29284,0
1599,59605,0
1599,78298,0
1599,151690,0
1599,269985,1
1599,306652,0
1600,29046,1
1600,285992,0
1601,57468,0
1601,211047,0
1601,220703,0
1601,278440,1
1602,21343,1
1602,249731,0
1602,316590,0
1603,89351,0
1603,174045,0
1603,228801,1
1603,250081,0
1604,195273,1
1604,288377,0
1604,310116,0
1605,3699,0
1605,67864,0
1605,92164,0
1605,208264,0
1605,324776,1
1605,330516,0
1606,35316,0
1606,38618,1
1606,71547,0
1606,88983,0
1606,124252,0
1606,153968,0
1606,204178,0
1606,230212,0
1606,326711,0
1606,335632,0
1607,53653,0
1607,63012,0
1607,144740,1
1607,214729,0
1607,235104,0
1607,280989,0
1608,50861,0
1608,79647,1
1608,173387,0
1608,173403,0
1608,187797,0
1608,198129,0
1608,198151,0
1608,202812,0
1609,118470,1
1609,156477,0
1609,288385,0
1610,80177,0
1610,150084,1
1610,180923,0
1610,305881,0
1611,48185,0
1611,78275,0
1611,99542,1
1611,103340,0
1611,162965,0
1611,187797,0
1612,22811,1
1612,44460,0
1612,182392,0
1612,216295,0
1612,220315,0
1612,240278,0
1613,5558,0
1613,99388,0
1613,132780,0
1613,213828,1
1614,41992,0
1614,173551,0
1614,224784,1
1614,282674,0
1614,326514,0
1614,330345,0
1615,31323,0
1615,69001,0
1615,104833,0
1615,175991,1
1616,133753,0
1616,150817,0
1616,190062,0
1616,203000,0
1616,235104,1
1617,93324,0
1617,122279,0
1617,153193,1
1617,225383,0
1618,63889,0
1618,97840,0
1618,173108,1
1618,294435,0
1619,154971,1
1619,195042,0
1619,330975,0
1620,39625,0
1620,76778,0
1620,252778,1
1620,285989,0
1621,11786,0
1621,91683,0
1621,109537,0
1621,187937,1
1621,213116,0
1621,240036,0
1621,251970,0
1621,287089,0
1622,41760,0
1622,95680,0
1622,99542,0
1622,129491,0
1622,132913,1
1622,158344,0
1622,250080,0
1622,294293,0
1623,19959,0
1623,21343,0
1623,36944,1
1623,62607,0
1623,180931,0
1623,187283,0
1623,284477,0
1623,288391,0
1623,298277,0
1624,61941,1
1624,98028,0
1624,149930,0
1624,153623,0
1624,237443,0
1625,85835,1
1625,93324,0
1625,128496,0
1625,173410,0
1626,125327,0
1626,163139,0
1626,205354,0
1626,240382,1
1627,111928,1
1627,140423,0
1627,141421,0
1627,163614,0
1628,82782,0
1628,143176,0
1628,161839,1
1628,164500,0
1629,146446,0
1629,150656,1
1629,162130,0
1629,171151,0
1629,212441,0
1629,252928,0
1630,60630,0
1630,103756,1
1631,18049,0
1631,19092,0
1631,116261,0
1631,179498,0
1631,179765,1
1631,184170,0
1631,195273,0
1631,257524,0
1631,288356,0
1631,331468,0
1632,173410,0
1632,225438,0
1632,280640,1
1632,288067,0
1633,103348,0
1633,162414,1
1633,262638,0
1633,348149,0
1634,29089,0
1634,66830,0
