ad_id,document_id,campaign_id,advertiser_id
7382,422710,186,295
7383,422710,186,295
7384,422710,186,295
7385,422710,186,295
7386,422710,186,295
7387,422710,186,295
7388,422710,186,295
7389,422710,186,295
7390,422710,186,295
7391,495874,445,505
7392,468086,1453,1099
7393,468086,1454,1099
7394,496194,889,860
7395,496203,1138,563
7396,496373,90,138
7397,496486,714,530
7398,496484,720,530
7399,496486,720,530
7400,496609,965,139
7401,496681,759,345
7402,496697,209,295
7403,496697,209,295
7404,496697,209,295
7405,496697,209,295
7406,496697,209,295
7407,496700,69,8
7408,496773,613,693
7409,497045,1402,617
7410,475746,1419,617
7411,475752,1419,617
7412,497055,1458,1133
7413,497056,1458,1133
7414,497171,475,469
7415,497220,1458,1133
7416,497223,1138,563
7418,497497,889,860
7419,497498,998,988
7420,494440,853,676
7421,497556,1458,1133
7422,497564,250,369
7423,369482,1427,752
7424,412865,1425,752
7425,497638,536,581
7426,497641,664,479
7427,497644,37,63
7428,475212,1276,1141
7429,494700,1439,752
7430,494700,1439,752
7431,497707,414,86
7432,468143,1463,1010
7433,468143,1463,1010
7434,497772,1138,563
7435,497797,1060,354
7436,497960,475,469
7437,497991,1138,563
7438,498031,343,94
7439,498041,204,269
7440,498060,598,345
7441,475732,1458,1133
7442,498153,1466,265
7443,498155,1467,265
7444,498157,1467,265
7445,498161,1469,265
7446,498162,1469,265
7447,498163,1469,265
7448,498164,1469,265
7449,498178,430,505
7450,498229,37,63
7451,498296,1471,265
7452,498297,1471,265
7453,498298,1471,265
7454,498299,1471,265
7456,498363,1090,1027
7457,268055,431,505
7458,332165,431,505
7459,447775,431,505
7460,465308,431,505
7461,460338,431,505
7462,378736,431,505
7463,334512,431,505
7464,298437,431,505
7465,270144,431,505
7466,453511,431,505
7467,266263,431,505
7468,461347,431,505
7469,152013,430,505
7470,377998,430,505
7471,336690,430,505
7472,268233,430,505
7473,150105,430,505
7474,472436,430,505
7475,360799,430,505
7476,408737,430,505
7477,225425,430,505
7478,204184,430,505
7479,484778,430,505
7480,398351,430,505
7481,484037,430,505
7482,484037,430,505
7483,253446,430,505
7484,459691,430,505
7485,150700,430,505
7486,498451,1467,265
7487,498507,37,63
7488,498588,343,94
7489,498590,241,362
7490,498661,567,662
7491,498691,381,186
7492,440849,1475,752
7493,440849,1475,752
7494,498725,423,265
7495,498742,424,265
7496,498744,424,265
7497,498757,418,265
7498,498758,418,265
7499,498759,418,265
7500,498767,417,265
7501,498768,417,265
7502,498424,1473,1006
7503,498773,425,265
7504,498774,425,265
7505,498775,425,265
7506,498776,425,265
7507,498796,420,265
7508,461656,1280,832
7509,461656,1280,832
7510,461656,1280,832
7511,498823,495,581
7512,498181,1478,755
7513,498181,1478,755
7514,498181,1478,755
7515,498181,1478,755
7516,498181,1478,755
7517,498181,1478,755
7518,484202,1476,579
7519,471626,867,483
7520,471626,867,483
7521,493278,1479,581
7522,493278,1479,581
7523,493278,1479,581
7524,493278,1479,581
7525,493278,1479,581
7526,166781,1476,579
7527,166311,1476,579
7528,166317,1476,579
7529,382305,1476,579
7530,455599,1476,579
7531,377561,1477,579
7532,469963,1477,579
7533,483530,1477,579
7534,498891,1480,961
7535,428120,507,505
7536,498891,1480,961
7537,498891,1480,961
7538,498896,1090,1027
7539,425369,504,505
7540,424118,504,505
7541,425297,505,505
7543,420519,506,505
7544,498921,37,63
7545,499045,29,46
7546,499047,818,854
7547,499056,568,662
7548,469489,1484,172
7549,269530,383,9
7550,37826,383,9
7551,483196,414,86
7552,478779,414,86
7553,494302,414,86
7554,493716,414,86
7555,491751,506,505
7556,495874,504,505
7557,490342,504,505
7558,477388,504,505
7559,495308,504,505
7560,493212,505,505
7561,495308,505,505
7562,472959,507,505
7563,499740,343,94
7564,478950,1099,752
7565,479468,1098,752
7566,479468,1098,752
7567,484218,1481,209
7568,500099,1488,265
7569,500100,1488,265
7570,500097,1488,265
7571,500214,532,588
7572,500214,532,588
7573,500272,69,8
7574,500281,1489,752
7575,500281,1489,752
7576,500292,1136,617
7577,500312,1402,617
7578,494700,1439,752
7579,500478,1090,1027
7580,500499,328,425
7581,440849,1475,752
7582,500689,1491,265
7583,500696,1491,265
7584,500694,1491,265
7585,500695,1491,265
7586,500697,1491,265
7587,500765,1493,998
7588,500765,1493,998
7589,500765,1494,998
7590,500765,1494,998
7591,500793,1138,563
7592,500556,1365,1145
7593,500556,1365,1145
7594,500556,1365,1145
7595,501262,1458,1133
7596,627156,1474,247
7597,627156,1474,247
7598,184190,1495,383
7599,184190,1495,383
7600,474372,1458,1133
7601,493277,1496,581
7602,493277,1496,581
7603,493277,1496,581
7604,493277,1496,581
7605,493277,1496,581
7606,469063,1497,581
7607,469063,1497,581
7608,469063,1497,581
7609,469063,1497,581
7610,501461,29,46
7611,493974,1499,1164
7612,493974,1499,1164
7613,501628,1500,1227
7614,476216,1293,361
7615,462692,1426,752
7616,501697,1245,1047
7617,501740,1502,1006
7618,501515,1504,208
7619,501792,690,422
7620,501743,1090,1027
7621,501822,751,425
7622,501863,103,24
7623,501864,103,24
7624,501864,103,24
7625,469489,1506,172
7626,469489,1506,172
7627,469489,1506,172
7628,469489,1506,172
7629,469489,1507,172
7630,469489,1508,172
7631,469489,1508,172
7632,469489,1508,172
7633,469489,1508,172
7634,469489,1508,172
7635,469489,1508,172
7636,469489,1508,172
7637,469489,1508,172
7638,469489,1508,172
7639,469489,1508,172
7640,501967,37,63
7641,502049,409,524
7642,502056,37,63
7643,502055,37,63
7644,502061,37,63
7645,502060,37,63
7646,502062,37,63
7647,502064,37,63
7648,502054,37,63
7649,502058,37,63
7650,502059,37,63
7651,502063,37,63
7652,502166,1138,563
7653,478577,1355,1160
7654,462692,1426,752
7655,484719,1419,617
7656,484720,1419,617
7657,502697,889,860
7658,502696,889,860
7659,497060,1419,617
7660,503039,1511,188
7661,503040,1511,188
7662,503043,1512,188
7663,503046,1512,188
7664,503045,1512,188
7665,503047,1512,188
7666,503050,1512,188
7667,503051,1512,188
7668,503052,1512,188
7669,503055,1512,188
7670,503058,1512,188
7671,503056,1512,188
7672,503059,1512,188
7673,503060,1512,188
7674,503062,1512,188
7675,503063,1512,188
7676,503064,1512,188
7677,503065,1512,188
7678,503066,1512,188
7679,503067,1512,188
7680,503068,1512,188
7681,503069,1512,188
7682,503070,1512,188
7683,503071,1512,188
7684,503072,1512,188
7685,503074,1512,188
7686,503075,1512,188
7687,503076,1512,188
7688,503202,889,860
7689,503239,730,354
7690,503242,343,94
7691,443342,1514,1233
7692,498033,1514,1233
7693,474881,1514,1233
7694,503333,1138,563
7695,501403,28,45
7696,500811,28,45
7697,503389,299,410
7698,345172,1516,731
7699,364942,1516,731
7700,345170,1516,731
7701,345173,1516,731
7702,357791,1516,731
7703,360876,1516,731
7704,345166,1516,731
7705,345167,1516,731
7706,345167,1516,731
7707,345168,1516,731
7708,503425,1138,563
7709,503438,714,530
7710,503443,714,530
7711,503440,714,530
7712,503441,714,530
7713,503441,720,530
7714,503443,720,530
7715,503438,720,530
7716,503440,720,530
7717,345173,1516,731
7718,345173,1516,731
7719,357791,1516,731
7720,360876,1516,731
7721,493987,1510,617
7722,493987,1510,617
7723,503464,47,1439
7724,503464,47,1439
7725,503476,613,693
7726,495570,1510,617
7727,503507,779,672
7728,469171,1378,160
7729,503757,1458,1133
7730,503788,1521,1017
7731,503788,1521,1017
7732,503788,1521,1017
7733,503788,1521,1017
7734,503793,1522,1017
7735,503793,1522,1017
7736,503793,1522,1017
7737,503793,1522,1017
7738,503793,1522,1017
7739,503796,1523,1017
7740,503796,1523,1017
7741,503796,1523,1017
7742,503801,1524,1017
7743,503801,1524,1017
7744,503801,1524,1017
7745,503801,1524,1017
7746,503801,1524,1017
7747,503801,1524,1017
7748,503833,1514,1233
7749,503992,1528,1439
7750,503984,1528,1439
7751,503993,1528,1439
7752,503993,1528,1439
7753,503984,1528,1439
7754,503984,1528,1439
7755,503993,1528,1439
7756,503984,1528,1439
7757,504011,568,662
7758,483918,1426,752
7759,483918,1426,752
7760,499154,1185,1067
7761,499154,1185,1067
7762,388321,1530,172
7763,388321,1530,172
7764,388321,1530,172
7765,504182,37,63
7766,467248,1531,1099
7767,467248,1531,1099
7768,388321,1530,172
7769,388321,1532,172
7770,388321,1532,172
7771,388321,1532,172
7772,467242,1533,1099
7773,467242,1533,1099
7774,467242,1533,1099
7775,504203,1250,284
7776,504224,568,662
7777,504238,202,229
7778,504236,203,229
7779,504285,29,46
7780,504306,328,425
7781,504305,1138,563
7782,504395,1458,1133
7783,504394,1458,1133
7784,504396,1458,1133
7785,504527,1537,752
7786,504550,643,483
7787,504548,1539,849
7788,361909,1541,752
7789,361909,1541,752
7790,504578,776,784
7791,504583,1138,563
7792,459677,1542,752
7793,478081,1543,752
7794,504547,1544,755
7795,504547,1544,755
7796,504547,1544,755
7797,504547,1544,755
7798,504547,1544,755
7799,504547,1544,755
7800,504547,1544,755
7801,504691,507,505
7802,504747,1545,755
7803,504747,1545,755
7804,504747,1545,755
7805,504747,1545,755
7806,504747,1545,755
7807,504748,507,505
7808,504791,1090,1027
7809,504839,613,693
7810,504918,1255,1047
7811,496699,1183,1067
7812,496699,1183,1067
7813,505018,1458,1133
7814,475639,1458,1133
7815,505029,1262,1132
7816,505031,97,153
7817,505035,889,860
7818,505174,657,535
7819,505180,37,63
7820,505187,29,46
7821,507085,613,693
7822,493974,1554,1164
7823,493974,1554,1164
7824,493974,1555,1164
7825,493974,1555,1164
7826,501093,860,744
7827,507321,1556,1099
7828,507321,1556,1099
7829,507321,1556,1099
7830,507321,1556,1099
7831,507321,1556,1099
7832,507321,1556,1099
7833,507321,1556,1099
7834,507321,1556,1099
7835,504547,1544,755
7836,504547,1544,755
7837,504547,1544,755
7838,504547,1544,755
7839,504547,1544,755
7840,504547,1544,755
7841,457851,1103,1067
7842,460430,1103,1067
7843,460430,1103,1067
7844,457851,1183,1067
7845,457851,1183,1067
7846,457851,1183,1067
7847,457851,1183,1067
7848,507444,998,988
7849,475273,1458,1133
7850,507997,724,377
7851,507609,568,662
7852,508004,1519,1237
7853,503047,1512,188
7854,503044,1512,188
7855,503045,1512,188
7856,503048,1512,188
7857,503046,1512,188
7858,503049,1512,188
7859,503051,1512,188
7860,503053,1512,188
7861,503052,1512,188
7862,503054,1512,188
7863,503055,1512,188
7864,503057,1512,188
7865,503058,1512,188
7866,503062,1512,188
7867,503061,1512,188
7868,503063,1512,188
7869,503065,1512,188
7870,503066,1512,188
7871,503067,1512,188
7872,503068,1512,188
7873,503069,1512,188
7874,503073,1512,188
7875,503074,1512,188
7876,503076,1512,188
7877,503077,1512,188
7878,508091,1138,563
7879,508104,1097,1063
7880,508104,1097,1063
7881,508105,1138,563
7882,508124,1557,752
7883,508296,1090,1027
7884,206533,642,483
7885,504747,1545,755
7886,504747,1545,755
7887,501440,1498,823
7888,501440,1498,823
7889,501440,1498,823
7890,501440,1498,823
7891,501440,1498,823
7892,501440,1498,823
7893,501947,1289,1145
7894,278528,1090,1027
7895,493974,1499,1164
7896,493974,1499,1164
7897,493974,1429,1164
7898,508686,520,599
7899,508699,759,345
7900,503984,1528,1439
7901,503984,1528,1439
7902,503984,1528,1439
7903,503984,1528,1439
7904,503984,1528,1439
7905,508755,1138,563
7906,508884,1512,188
7907,508885,1512,188
7908,507998,37,63
7909,506337,37,63
7910,508909,889,860
7911,85532,88,1439
7913,26447,162,1439
7914,504024,1528,1439
7915,504024,1528,1439
7916,504024,1528,1439
7917,509063,29,46
7918,509089,794,863
7919,476174,1458,1133
7920,509400,349,452
7921,509412,29,46
7922,509473,1090,1027
7923,467137,1561,752
7924,503801,1524,1017
7925,503801,1524,1017
7926,503801,1524,1017
7927,503808,1526,1017
7928,503808,1526,1017
7929,503808,1526,1017
7930,503808,1526,1017
7931,503808,1526,1017
7932,503808,1526,1017
7933,503808,1526,1017
7934,503808,1526,1017
7935,395531,906,823
7936,395531,906,823
7937,395531,906,823
7938,509675,795,545
7939,509664,475,469
7940,509562,475,469
7941,503803,1525,1017
7942,503803,1525,1017
7943,503803,1525,1017
7944,503803,1525,1017
7945,503803,1525,1017
7946,509719,343,94
7947,509721,623,364
7948,509782,381,186
7949,509817,770,79
7950,509919,536,581
7951,509985,560,606
7952,479468,1098,752
7953,510030,1090,1027
7954,510027,1248,1047
7955,478950,1099,752
7956,467153,1284,832
7957,510020,1566,755
7958,510174,866,672
7959,511002,613,693
7960,468143,1569,1010
7961,511281,328,425
7963,511504,853,676
7964,511631,1458,1133
7965,501433,1419,617
7966,511698,889,860
7967,352405,517,561
7968,511732,40,68
7969,511743,378,488
7970,493823,1424,752
7971,412865,1425,752
7972,369482,1427,752
7973,461654,1277,832
7974,512086,343,94
7975,512115,613,693
7976,512301,1570,156
7977,509822,1179,27
7979,512416,446,505
7980,497710,1567,517
7981,469190,1143,1089
7982,512708,1458,1133
7983,512707,1458,1133
7984,512797,241,362
7985,497841,795,545
7986,512805,1573,1017
7987,512805,1573,1017
7988,512805,1573,1017
7989,512805,1573,1017
7990,512805,1573,1017
7991,512805,1573,1017
7992,512814,1574,1017
7993,511911,78,53
7994,512814,1574,1017
7995,512814,1574,1017
7996,512814,1574,1017
7997,512821,1575,1017
7998,512821,1575,1017
7999,512821,1575,1017
8000,512821,1575,1017
8001,512821,1575,1017
8002,512839,1576,1017
8003,512839,1576,1017
8004,512839,1576,1017
8005,512839,1576,1017
8006,512839,1576,1017
8007,512839,1576,1017
8008,512839,1576,1017
8009,512841,1577,1017
8010,512841,1577,1017
8011,512841,1577,1017
8012,512841,1577,1017
8013,512841,1577,1017
8014,512841,1577,1017
8015,503796,1523,1017
8016,503796,1523,1017
8017,503796,1523,1017
8018,503796,1523,1017
8019,378121,831,823
8020,498497,1559,498
8021,512971,1579,1017
8022,184190,1495,383
8023,184190,1495,383
8024,144036,30,27
8025,144036,926,27
8026,513089,1136,617
8027,499997,500,546
8028,513236,613,693
8029,360338,1584,295
8030,360338,1584,295
8031,360338,1584,295
8032,360338,1584,295
8033,360338,1584,295
8034,360338,1584,295
8035,513299,1585,295
8036,513299,1585,295
8037,513275,1090,1027
8038,513331,329,425
8039,445380,1587,24
8040,445380,1587,24
8041,445380,1587,24
8042,445380,1587,24
8043,445380,1587,24
8044,445380,1587,24
8045,445380,1587,24
8046,445380,1587,24
8047,445380,1587,24
8048,445380,1587,24
8049,445380,1587,24
8050,445380,1587,24
8051,445380,1587,24
8052,445380,1587,24
8053,445380,1587,24
8054,445380,1587,24
8055,445380,1587,24
8056,445380,1587,24
8057,445380,1587,24
8058,445380,1587,24
8059,445380,1587,24
8060,21136,1588,24
8061,21136,1588,24
8062,21136,1588,24
8063,21136,1588,24
8064,21136,1588,24
8065,21136,1588,24
8066,21136,1588,24
8067,21136,1588,24
8068,21136,1588,24
8069,21136,1588,24
8070,21136,1588,24
8071,21136,1588,24
8072,21136,1588,24
8073,21136,1588,24
8074,21136,1588,24
8075,21136,1588,24
8076,21136,1588,24
8077,21136,1588,24
8078,21136,1588,24
8079,21136,1588,24
8080,513291,1590,295
8081,493974,1589,1164
8082,513291,1590,295
8083,513291,1590,295
8084,513291,1590,295
8085,513291,1590,295
8086,513397,1591,296
8087,513397,1591,296
8088,513397,1591,296
8089,513397,1591,296
8090,513397,1591,296
8091,513397,1591,296
8092,513397,1591,296
8093,513397,1591,296
8094,513399,1592,296
8095,513399,1592,296
8096,513399,1592,296
8097,513399,1592,296
8098,513399,1592,296
8099,513421,1593,1160
8100,513448,1512,188
8101,513449,1512,188
8102,508884,1512,188
8103,513447,1512,188
8104,513477,1185,1067
8105,513477,1183,1067
8106,513477,1103,1067
8107,477066,1594,150
8108,513674,1458,1133
8109,477584,1458,1133
8110,513693,613,693
8111,513705,40,68
8112,513743,343,94
8113,494700,1439,752
8114,494700,1439,752
8115,494700,1439,752
8116,513873,776,784
8117,513937,1597,13
8118,424033,1597,13
8119,514076,613,693
8120,514077,613,693
8121,425189,1599,663
8122,378045,1599,663
8123,467728,1599,663
8124,396612,1600,172
8125,396612,1600,172
8126,396612,1600,172
8127,396612,1600,172
8128,396612,1600,172
8129,396612,1600,172
8130,396612,1600,172
8131,396612,1600,172
8132,396612,1600,172
8133,396612,1600,172
8134,503924,1289,1145
8135,503924,1290,1145
8136,503924,1290,1145
8137,504646,1290,1145
8138,503924,1290,1145
8139,513255,1290,1145
8140,514168,568,662
8141,514169,568,662
8142,507999,1103,1067
8143,507999,1103,1067
8144,507999,1103,1067
8145,507999,1103,1067
8146,507999,1103,1067
8147,507999,1103,1067
8148,507999,1103,1067
8149,507999,1103,1067
8150,507999,1103,1067
8151,507999,1103,1067
8152,507999,1103,1067
8153,507999,1103,1067
8154,507999,1103,1067
8155,507999,1103,1067
8156,507999,1103,1067
8157,507999,1183,1067
8158,507999,1183,1067
8159,507999,1183,1067
8160,507999,1183,1067
8161,507999,1183,1067
8162,507999,1183,1067
8163,508785,860,744
8164,507999,1185,1067
8165,507999,1185,1067
8166,507999,1185,1067
8167,507999,1185,1067
8168,507999,1185,1067
8169,507999,1185,1067
8170,507999,1185,1067
8171,507999,1185,1067
8172,507999,1185,1067
8173,507999,1185,1067
8174,507999,1185,1067
8175,507999,1185,1067
8176,507999,1185,1067
8177,507999,1185,1067
8178,507999,1185,1067
8179,396612,1601,172
8180,500812,1605,172
8181,500812,1605,172
8182,500812,1606,172
8183,500812,1606,172
8184,500812,1608,172
8185,500812,1608,172
8186,396612,1609,172
8187,396612,1609,172
8188,514331,751,425
8189,514469,643,483
8190,184190,1495,383
8191,184190,1495,383
8192,184190,1495,383
8193,412865,1425,752
8194,500281,1489,752
8195,500281,1489,752
8196,514500,300,14
8197,496388,375,336
8198,514577,374,336
8199,514621,203,229
8200,514690,29,46
8201,363434,1611,172
8202,514742,381,186
8203,363434,1611,172
8204,363434,1611,172
8205,363434,1611,172
8206,363434,1611,172
8207,363434,1611,172
8208,363434,1611,172
8209,363434,1611,172
8210,363434,1611,172
8211,363434,1611,172
8212,363434,1611,172
8213,514271,28,45
8214,514137,28,45
8215,513469,28,45
8216,514720,1612,755
8217,514720,1612,755
8218,514720,1612,755
8219,514720,1612,755
8220,514861,714,530
8221,514862,714,530
8222,514864,720,530
8223,514861,720,530
8224,514881,1614,1017
8225,514881,1614,1017
8226,514881,1614,1017
8227,514881,1614,1017
8228,514881,1614,1017
8229,514881,1614,1017
8230,493974,1615,1164
8231,493974,1615,1164
8232,493974,1616,1164
8233,514893,1617,1017
8234,514893,1617,1017
8235,514893,1617,1017
8236,514893,1617,1017
8237,514893,1617,1017
8238,514893,1617,1017
8239,515049,1458,1133
8240,515048,1458,1133
8241,515236,748,36
8242,515327,1472,36
8243,471702,1620,1017
8244,450304,1620,1017
8245,458668,1620,1017
8246,458653,1620,1017
8247,467362,1620,1017
8248,461955,1620,1017
8249,478208,1620,1017
8250,467364,1620,1017
8251,460889,1620,1017
8252,460878,1620,1017
8253,453777,1620,1017
8254,467688,1620,1017
8255,458606,1620,1017
8256,479618,1620,1017
8257,515327,748,36
8258,515342,1419,617
8259,515400,613,693
8260,515402,889,860
8261,515424,343,94
8262,515436,343,94
8263,515594,1511,188
8264,515597,1512,188
8265,515601,1512,188
8266,515696,889,860
8267,515707,998,988
8268,515708,1515,985
8269,515858,328,425
8270,501809,1505,752
8271,513562,1622,360
8272,356737,115,53
8273,515973,1626,838
8274,516069,1627,487
8275,516070,1627,487
8276,462690,1503,752
8277,490946,777,784
8278,513873,777,784
8279,508998,1564,1244
8280,508998,1564,1244
8281,515967,1625,752
8282,516198,1419,617
8283,379789,1623,752
8284,516047,1630,755
8285,516047,1630,755
8286,516047,1630,755
8287,516047,1630,755
8288,516047,1630,755
8289,516047,1630,755
8290,516047,1630,755
8291,516047,1630,755
8292,516047,1630,755
8293,516047,1630,755
8294,516047,1630,755
8295,363434,952,172
8296,363434,952,172
8297,363434,952,172
8298,363434,952,172
8299,363434,952,172
8300,363434,952,172
8301,363434,952,172
8302,363434,952,172
8303,516300,751,425
8304,516276,591,672
8305,480868,638,172
8306,516148,613,693
8307,501515,1504,208
8308,501515,1504,208
8309,501515,1504,208
8310,501515,1504,208
8311,388321,850,172
8312,357708,1413,27
8313,388321,1117,172
8314,388321,1117,172
8315,441619,1413,27
8316,513421,1593,1160
8317,516629,1458,1133
8318,516619,1633,617
8319,516620,1633,617
8320,516730,1511,188
8321,516731,1512,188
8322,515598,1512,188
8323,515599,1512,188
8324,515600,1512,188
8325,516739,998,988
8326,516771,1635,1017
8327,516771,1635,1017
8328,516771,1635,1017
8329,516771,1635,1017
8330,516786,1636,1017
8331,516786,1636,1017
8332,516786,1636,1017
8333,516786,1636,1017
8334,516786,1636,1017
8335,516156,1628,483
8336,516787,1637,1017
8337,516787,1637,1017
8338,516156,1628,483
8339,516845,1458,1133
8340,516763,1514,1233
8341,516888,776,784
8342,502282,536,581
8343,516968,495,581
8344,516995,564,336
8345,517022,1639,295
8346,517032,1640,295
8347,517032,1640,295
8348,517042,1641,24
8349,517042,1641,24
8350,517042,1641,24
8351,517062,1644,24
8352,517062,1644,24
8353,517062,1644,24
8354,517062,1644,24
8355,517062,1644,24
8356,517062,1644,24
8357,517062,1644,24
8358,517062,1644,24
8359,517062,1644,24
8360,517062,1644,24
8361,517062,1644,24
8362,517062,1644,24
8363,517062,1644,24
8364,517062,1644,24
8365,517062,1644,24
8366,517062,1644,24
8367,517062,1644,24
8368,517062,1644,24
8369,21138,1645,24
8370,517076,1646,24
8371,517076,1646,24
8372,517076,1646,24
8373,517076,1646,24
8374,517076,1646,24
8375,517076,1646,24
8376,517076,1646,24
8377,517076,1646,24
8378,517076,1646,24
8379,517076,1646,24
8380,517076,1646,24
8381,517076,1646,24
8382,517076,1646,24
8383,517076,1646,24
8384,517076,1646,24
8385,517076,1646,24
8386,471796,1647,726
8387,471796,1647,726
8388,471796,1647,726
8389,471796,1647,726
8390,471796,1647,726
8391,494040,1433,1196
8392,458543,1642,192
8393,169584,1642,192
8394,449252,1642,192
8395,228259,1642,192
8396,450947,1642,192
8397,139555,1642,192
8398,196352,1642,192
8399,139557,1642,192
8400,156972,1643,192
8401,156972,1643,192
8402,169068,1643,192
8403,458543,1643,192
8404,449252,1643,192
8405,194214,1643,192
8406,229434,1643,192
8407,144055,1643,192
8408,158823,1643,192
8409,156278,1643,192
8410,450947,1643,192
8411,156278,1643,192
8412,156278,1643,192
8413,450947,1643,192
8414,157256,1643,192
8415,156278,1643,192
8416,156278,1643,192
8417,337991,1643,192
8418,170729,1643,192
8419,335059,1643,192
8420,335059,1643,192
8421,335059,1643,192
8422,508302,383,9
8423,508302,383,9
8424,508302,383,9
8425,517185,507,505
8426,509822,1179,27
8427,509822,1179,27
8428,517278,1472,36
8429,498876,1642,192
8430,485911,1642,192
8431,516976,1643,192
8432,517111,1643,192
8433,422710,186,295
8434,422710,186,295
8435,422710,186,295
8436,422710,186,295
8437,422710,186,295
8438,422710,186,295
8439,422710,186,295
8440,517333,1633,617
8441,501440,1498,823
8442,501440,1498,823
8443,501440,1498,823
8444,501440,1498,823
8445,352396,512,562
8446,517492,204,269
8447,517581,751,425
8448,517621,495,581
8449,517657,996,985
8450,517633,613,693
8451,501740,1502,1006
8452,494040,1433,1196
8453,513921,664,479
8454,517873,494,540
8455,517870,1255,1047
8456,446239,1042,1006
8457,138616,1413,27
8458,516440,1413,27
8459,516445,1413,27
8460,138616,1413,27
8461,516448,1413,27
8462,517957,738,716
8463,517986,751,425
8464,518016,1652,172
8465,517022,1639,295
8466,517022,1639,295
8467,504207,1534,284
8468,504205,1535,284
8469,518175,29,46
8470,518235,889,860
8471,518283,204,269
8472,518340,2,7
8473,58692,1582,53
8474,518408,329,425
8475,515177,1618,770
8476,517632,1650,770
8477,517632,1650,770
8478,517632,1650,770
8479,514607,1610,770
8480,517595,1649,770
8481,517595,1649,770
8482,518543,495,581
8483,518783,613,693
8484,504028,1529,752
8485,517421,861,791
8486,518888,446,505
8487,518917,37,63
8488,518950,1657,472
8489,518946,1657,472
8490,503793,1658,1017
8491,503793,1658,1017
8492,518948,1656,472
8493,518952,1656,472
8494,518950,1657,472
8495,518948,1657,472
8496,518948,1656,472
8497,518951,1656,472
8498,518948,1657,472
8499,518950,1657,472
8500,518950,1657,472
8501,458606,1659,1017
8502,458606,1659,1017
8503,458606,1659,1017
8504,519538,566,662
8505,520590,382,186
8506,521210,1661,770
8507,522368,1402,617
8508,513026,1510,617
8509,476110,1663,1017
8510,476110,1663,1017
8511,524324,343,94
8512,524668,142,241
8513,467679,1620,1017
8514,524821,1664,770
8515,512381,79,53
8516,514940,78,53
8517,525118,776,784
8518,525374,1510,617
8519,525403,840,877
8520,391654,1090,1027
8521,525662,536,581
8522,526217,229,333
8523,525656,1476,579
8524,477960,990,14
8525,25761,990,14
8526,526823,381,186
8527,526742,328,425
8528,23759,300,14
8529,525861,1665,755
8530,156278,116,192
8531,173876,670,192
8532,183601,670,192
8533,162853,670,192
8534,157256,670,192
8535,156972,670,192
8536,156278,670,192
8537,528164,1667,1028
8538,514668,1290,1145
8540,530549,1458,1133
8541,530550,1458,1133
8542,530583,1383,1171
8543,531395,731,807
8544,531773,613,693
8545,531772,613,693
8546,532695,1090,1027
8547,516618,1669,617
8548,533411,1512,188
8549,533413,1512,188
8550,533416,1512,188
8551,533414,1512,188
8552,533417,1512,188
8553,516620,1669,617
8554,516621,1669,617
8555,534891,889,860
8556,534890,889,860
8557,539240,853,676
8558,540163,69,8
8559,540279,1670,770
8560,540279,1670,770
8561,386306,854,862
8562,440849,1475,752
8563,500281,1489,752
8564,501809,1505,752
8565,449320,712,784
8566,513873,777,784
8567,513873,777,784
8568,490946,777,784
8569,490946,777,784
8570,384158,777,784
8571,483975,777,784
8572,384158,777,784
8573,384158,777,784
8574,482152,777,784
8575,482152,777,784
8576,18324,6,23
8577,18322,94,23
8578,489131,94,23
8579,476849,1311,755
8580,540420,460,551
8581,540420,460,551
8582,541198,1090,1027
8583,136145,86,1439
8584,541497,613,693
8585,541521,801,672
8586,489373,6,23
8587,490421,6,23
8588,541752,566,662
8589,542342,1673,617
8590,542342,1673,617
8591,542377,1673,617
8592,542351,1674,755
8593,542351,1674,755
8594,542351,1674,755
8595,542351,1674,755
8596,542351,1674,755
8597,542351,1674,755
8598,525807,859,744
8599,542548,1070,672
8600,542802,1675,717
8601,194249,530,386
8602,542802,1675,717
8603,542802,1675,717
8604,542802,1675,717
8605,542802,1675,717
8606,542802,1675,717
8607,542802,1675,717
8608,542802,1675,717
8609,542802,1675,717
8610,542802,1675,717
8611,543891,1512,188
8612,543889,1512,188
8613,533411,1512,188
8615,18323,94,23
8616,489252,6,23
8617,39353,6,23
8618,502786,1677,1225
8619,516894,1378,160
8620,545283,685,778
8621,545240,1679,755
8622,545240,1679,755
8623,545240,1679,755
8624,545372,1378,160
8625,545376,1378,160
8626,545371,1378,160
8627,545578,1681,961
8628,545578,1681,961
8629,545578,1681,961
8630,545578,1681,961
8631,525241,664,479
8632,277586,936,115
8633,498680,1428,451
8634,546669,1685,770
8635,546555,447,353
8636,546511,447,353
8637,546873,257,301
8638,546770,1090,1027
8639,508807,1686,1016
8640,547325,1688,1290
8641,547601,1138,563
8642,278539,1138,563
8643,526795,77,53
8644,501889,713,784
8645,482152,777,784
8646,513873,777,784
8647,490946,777,784
8648,461661,1279,832
8649,548656,536,581
8650,548734,161,267
8651,548875,1689,985
8652,549004,804,579
8653,549079,1673,617
8654,549004,805,579
8655,549459,565,336
8656,549459,565,336
8657,548867,1689,985
8658,548896,1689,985
8659,548882,1689,985
8660,548870,1689,985
8661,548878,1689,985
8662,549459,565,336
8663,548883,1689,985
8664,548886,1689,985
8665,548879,1689,985
8666,548888,1689,985
8667,548880,1689,985
